entry_date,exit_date,symbol,entry_price,exit_price,shares,return,reason,days_held
2025-02-04,,BIOEN,14.42583,,1489,,ENTRY,0
2025-02-04,,MAGEN,9.226552,,2329,,ENTRY,0
2025-01-30,2025-02-05,TUKAS,2.118195533,1.965125,10226,-0.0722645905985867,SWAP,4
2025-02-05,,TKFEN,61.05349,,341,,SWAP_ENTRY,0
2025-01-31,2025-02-05,PAPIL,12.262410000000001,11.542,2055,-0.05874946278912552,STOP_LOSS,3
2025-02-06,,CLEBI,1899.2597520000002,,11,,ENTRY,0
2025-02-06,,PAPIL,12.23312,,1809,,ENTRY,0
2025-02-06,2025-02-06,PAPIL,12.23312,11.56335668,1809,-0.054749999999999965,STOP_LOSS,0
2025-02-04,2025-02-07,BIOEN,14.42583,14.693164999999999,1489,0.0185316893378058,SWAP,3
2025-02-07,,PAPIL,12.48562,,1767,,SWAP_ENTRY,0
2025-02-06,2025-02-10,CLEBI,1899.2597520000002,1912.018865,11,0.006717939969276943,SWAP,2
2025-02-10,,BMSCH,10.34005276,,2040,,SWAP_ENTRY,0
2025-02-07,2025-02-12,PAPIL,12.48562,13.797665,1767,0.10508448919637137,SWAP,3
2025-02-12,,SNGYO,2.90375,,7449,,ENTRY,0
2025-02-10,2025-02-12,BMSCH,10.34005276,9.773934871389999,2040,-0.05475000000000019,STOP_LOSS,2
2025-02-05,2025-02-13,TKFEN,61.05349,67.32966,341,0.10279789083310398,SWAP,6
2025-02-13,,BMSCH,9.85823832,,2338,,SWAP_ENTRY,0
2025-02-13,,CEMTS,9.26592382,,2384,,ENTRY,0
2025-02-13,2025-02-13,BMSCH,9.85823832,9.31849977198,2338,-0.054750000000000076,STOP_LOSS,0
2025-02-12,2025-02-14,SNGYO,2.90375,2.9113700000000002,7449,0.002624192854068008,SWAP,2
2025-02-13,2025-02-14,CEMTS,9.26592382,9.21415173,2384,-0.005587364088646241,SWAP,1
2025-02-14,,ASELS,80.10203949999999,,267,,SWAP_ENTRY,0
2025-02-14,,TKFEN,68.28105000000001,,319,,ENTRY,0
2025-02-14,,OYAKC,24.821241869999998,,878,,ENTRY,0
2025-02-04,2025-02-17,MAGEN,9.226552,10.415262995,2329,0.12883588527978818,SWAP,9
2025-02-14,2025-02-17,OYAKC,24.821241869999998,24.5408989,878,-0.011294477990597018,SWAP,1
2025-02-17,,SNGYO,2.97647,,7812,,SWAP_ENTRY,0
2025-02-17,,TUREX,16.234841000000003,,1326,,SWAP_ENTRY,0
2025-02-17,,TEKTU,4.05919,,5442,,ENTRY,0
2025-02-17,2025-02-18,TEKTU,4.05919,3.969055,5442,-0.022205169011551562,SWAP,1
2025-02-18,,FROTO,92.39778556,,236,,SWAP_ENTRY,0
2025-02-17,2025-02-19,TUREX,16.234841000000003,15.898807495,1326,-0.020698293565055703,SWAP,2
2025-02-19,,PAPIL,13.64914,,1565,,SWAP_ENTRY,0
2025-02-19,2025-02-20,PAPIL,13.64914,12.901849584999997,1565,-0.05475000000000019,STOP_LOSS,1
2025-02-18,2025-02-21,FROTO,92.39778556,87.33900680059,236,-0.054750000000000076,STOP_LOSS,3
2025-02-17,2025-02-24,SNGYO,2.97647,2.9780349999999998,7812,0.0005257906177451588,SWAP,5
2025-02-24,,PAPIL,13.11788,,1744,,SWAP_ENTRY,0
2025-02-24,,HUNER,3.32391,,6147,,ENTRY,0
2025-02-24,,DOAS,165.9627758,,123,,ENTRY,0
2025-02-24,2025-02-25,DOAS,165.9627758,155.1643795,123,-0.0650651704754146,STOP_LOSS,1
2025-02-24,2025-02-25,PAPIL,13.11788,12.39967607,1744,-0.054749999999999965,STOP_LOSS,1
2025-02-14,2025-02-26,TKFEN,68.28105000000001,67.810245,319,-0.006895104864380608,SWAP,8
2025-02-26,,PAPIL,12.643180000000001,,1740,,SWAP_ENTRY,0
2025-02-26,,DOAS,151.6038886,,134,,ENTRY,0
2025-02-26,2025-02-26,PAPIL,12.643180000000001,11.950965895,1740,-0.054750000000000076,STOP_LOSS,0
2025-02-24,2025-02-27,HUNER,3.32391,3.2397199999999997,6147,-0.02532860396340464,SWAP,3
2025-02-27,,PAPIL,13.6451,,1450,,SWAP_ENTRY,0
2025-02-27,,KFEIN,9.112361400000001,,2238,,ENTRY,0
2025-02-27,,TKFEN,71.45548000000001,,285,,ENTRY,0
2025-02-27,2025-02-27,PAPIL,13.6451,12.898030774999999,1450,-0.054750000000000076,STOP_LOSS,0
2025-02-26,2025-03-06,DOAS,151.6038886,184.4604033,134,0.2167260681992822,SWAP,6
2025-03-06,,PAPIL,19.092029999999998,,1280,,SWAP_ENTRY,0
2025-03-06,,TUREX,16.46764802,,1134,,ENTRY,0
2025-02-14,2025-03-07,ASELS,80.10203949999999,108.5306399,267,0.3549048261124488,SWAP,15
2025-03-06,2025-03-07,PAPIL,19.092029999999998,18.0467413575,1280,-0.054749999999999854,STOP_LOSS,1
2025-03-10,,PAPIL,20.31514,,1282,,ENTRY,0
2025-03-10,,CLEBI,2140.8311479999998,,12,,ENTRY,0
2025-03-10,2025-03-10,PAPIL,20.31514,19.202886085,1282,-0.054749999999999965,STOP_LOSS,0
2025-02-27,2025-03-11,KFEIN,9.112361400000001,10.1938148,2238,0.11867981882281353,SWAP,8
2025-03-11,,PAPIL,22.22707,,1062,,SWAP_ENTRY,0
2025-03-11,2025-03-11,PAPIL,22.22707,21.0101379175,1062,-0.054750000000000076,STOP_LOSS,0
2025-03-10,2025-03-11,CLEBI,2140.8311479999998,2023.6206426469996,12,-0.054750000000000076,STOP_LOSS,1
2025-03-12,,QUAGR,3.7875,,6202,,ENTRY,0
2025-03-12,,PAPIL,23.23101,,1011,,ENTRY,0
2025-03-12,2025-03-12,PAPIL,23.23101,21.959112202500002,1011,-0.054749999999999965,STOP_LOSS,0
2025-03-12,2025-03-12,QUAGR,3.7875,3.580134375,6202,-0.054749999999999965,STOP_LOSS,0
2025-03-13,,BMSCH,10.31235351,,2188,,ENTRY,0
2025-03-13,,PAPIL,22.06648,,1022,,ENTRY,0
2025-03-13,2025-03-13,PAPIL,22.06648,20.85834022,1022,-0.054749999999999965,STOP_LOSS,0
2025-03-14,,PAPIL,23.14718,,945,,ENTRY,0
2025-02-27,2025-03-19,TKFEN,71.45548000000001,107.97739999999999,285,0.5111143330084686,SWAP,14
2025-03-19,,CEMTS,9.338205985,,3448,,SWAP_ENTRY,0
2025-03-13,2025-03-19,BMSCH,10.31235351,9.7477521553275,2188,-0.054749999999999965,STOP_LOSS,4
2025-03-20,,BMSCH,10.1188264,,2055,,ENTRY,0
2025-03-20,2025-03-20,BMSCH,10.1188264,9.5648206546,2055,-0.054749999999999965,STOP_LOSS,0
2025-03-21,,BMSCH,9.53314053,,2118,,ENTRY,0
2025-03-19,2025-03-21,CEMTS,9.338205985,8.82693920732125,3448,-0.054750000000000076,STOP_LOSS,2
2025-03-14,2025-03-24,PAPIL,23.14718,31.32857,945,0.35345083072754435,SWAP,6
2025-03-24,,BIOEN,15.395430000000001,,1800,,SWAP_ENTRY,0
2025-03-24,,CEMTS,8.975806369999999,,2814,,ENTRY,0
2025-03-24,,FONET,1.935315439,,13053,,ENTRY,0
2025-03-24,2025-03-24,FONET,1.935315439,1.8293569187147498,13053,-0.054750000000000076,STOP_LOSS,0
2025-03-24,2025-03-24,BIOEN,15.395430000000001,14.5525302075,1800,-0.054750000000000076,STOP_LOSS,0
2025-03-25,,BAGFS,18.46785,,1398,,ENTRY,0
2025-03-21,2025-03-27,BMSCH,9.53314053,11.79473,2118,0.23723446254494673,SWAP,4
2025-03-27,,QUAGR,4.19857,,5685,,SWAP_ENTRY,0
2025-03-27,,MAGEN,11.05748101,,2332,,ENTRY,0
2025-03-27,2025-03-27,MAGEN,11.05748101,10.4520839247025,2332,-0.054750000000000076,STOP_LOSS,0
2025-03-24,2025-03-28,CEMTS,8.975806369999999,9.764308125000001,2814,0.08784745598294386,SWAP,4
2025-03-28,,FROTO,103.05002124,,245,,SWAP_ENTRY,0
2025-03-28,,KIMMR,8.33048,,3035,,ENTRY,0
2025-03-28,2025-04-02,FROTO,103.05002124,102.1937635,245,-0.00830914666194793,SWAP,1
2025-04-02,,CEMTS,10.59471921,,2408,,SWAP_ENTRY,0
2025-04-02,2025-04-02,CEMTS,10.59471921,10.014658333252498,2408,-0.054750000000000076,STOP_LOSS,0
2025-03-06,2025-04-04,TUREX,16.46764802,27.92169,1134,0.6955481417922609,SWAP,19
2025-04-04,,TUKAS,2.0371699999999997,,15252,,SWAP_ENTRY,0
2025-04-04,,TTKOM,49.14357,,520,,ENTRY,0
2025-04-04,2025-04-07,TTKOM,49.14357,46.45295954249999,520,-0.05475000000000019,STOP_LOSS,1
2025-04-08,,TOASO,164.9128,,148,,ENTRY,0
2025-03-28,2025-04-09,KIMMR,8.33048,8.619685,3035,0.0347164869251233,SWAP,6
2025-03-25,2025-04-10,BAGFS,18.46785,25.94761,1398,0.40501520209445085,SWAP,10
2025-04-10,,KRDMA,32.206880000000005,,1035,,SWAP_ENTRY,0
2025-04-10,,LOGO,114.4400195,,228,,ENTRY,0
2025-04-10,2025-04-14,LOGO,114.4400195,108.17442843237501,228,-0.054749999999999965,STOP_LOSS,2
2025-03-27,2025-04-15,QUAGR,4.19857,5.105345,5685,0.21597234296439027,SWAP,11
2025-04-04,2025-04-15,TUKAS,2.0371699999999997,2.45168,15252,0.20347344600597905,SWAP,7
2025-04-15,,MAVI,32.8573402,,1095,,SWAP_ENTRY,0
2025-04-15,,LOGO,109.3882419,,263,,SWAP_ENTRY,0
2025-04-15,,ASELS,118.824581,,231,,ENTRY,0
2025-04-08,2025-04-16,TOASO,164.9128,152.188235,148,-0.0771593533067173,STOP_LOSS,6
2025-04-15,2025-04-17,MAVI,32.8573402,31.05840082405,1095,-0.054750000000000076,STOP_LOSS,2
2025-04-15,2025-04-18,ASELS,118.824581,127.85379860000002,231,0.07598779245853193,SWAP,3
2025-04-18,,MAVI,31.44789126,,942,,SWAP_ENTRY,0
2025-04-18,,KIMMR,8.6456,,3342,,ENTRY,0
2025-04-10,2025-04-21,KRDMA,32.206880000000005,35.869749999999996,1035,0.11372942675602205,SWAP,7
2025-04-21,,AKENR,9.650549999999999,,3828,,SWAP_ENTRY,0
2025-04-21,,FROTO,93.298851,,306,,ENTRY,0
2025-04-21,2025-04-24,AKENR,9.650549999999999,9.122182387499999,3828,-0.054750000000000076,STOP_LOSS,2
2025-04-18,2025-04-25,MAVI,31.44789126,32.21865123,942,0.024509114573935342,SWAP,4
2025-04-25,,AKENR,9.42027,,3175,,SWAP_ENTRY,0
2025-04-25,,TEKTU,4.00364,,8718,,ENTRY,0
2025-04-15,2025-04-29,LOGO,109.3882419,134.30123940000001,263,0.2277484039168931,SWAP,9
2025-04-29,,BAGFS,24.928819999999998,,1373,,SWAP_ENTRY,0
2025-04-25,2025-04-29,TEKTU,4.00364,3.77503,8718,-0.05710053850995589,STOP_LOSS,2
2025-04-29,2025-04-30,BAGFS,24.928819999999998,23.563967104999996,1373,-0.054750000000000076,STOP_LOSS,1
2025-04-25,2025-04-30,AKENR,9.42027,8.89729,3175,-0.055516455473144655,STOP_LOSS,3
2025-04-21,2025-04-30,FROTO,93.298851,88.19073890774999,306,-0.054750000000000076,STOP_LOSS,6
2025-05-02,,FROTO,90.88334005,,334,,ENTRY,0
2025-05-02,,AKENR,9.612169999999999,,3159,,ENTRY,0
2025-05-02,,BIOEN,18.760749999999998,,1618,,ENTRY,0
2025-05-02,2025-05-02,AKENR,9.612169999999999,9.085903692499999,3159,-0.054750000000000076,STOP_LOSS,0
2025-05-05,,MAGEN,11.012232000000001,,2672,,ENTRY,0
2025-05-02,2025-05-05,BIOEN,18.760749999999998,17.7335989375,1618,-0.054749999999999965,STOP_LOSS,1
2025-04-18,2025-05-06,KIMMR,8.6456,10.051490000000001,3342,0.16261335245674124,SWAP,10
2025-05-06,,TEKTU,4.24705,,8152,,SWAP_ENTRY,0
2025-05-06,,BAGFS,23.87539,,1214,,ENTRY,0
2025-05-06,2025-05-06,TEKTU,4.24705,4.014524012499999,8152,-0.05475000000000019,STOP_LOSS,0
2025-05-07,,TEKTU,4.3116900000000005,,7010,,ENTRY,0
2025-05-02,2025-05-07,FROTO,90.88334005,85.9074771822625,334,-0.054750000000000076,STOP_LOSS,3
2025-05-06,2025-05-08,BAGFS,23.87539,28.43909,1214,0.1911466158249142,SWAP,2
2025-05-08,,TMSN,84.42287,,374,,SWAP_ENTRY,0
2025-05-08,,KIMMR,10.38381,,2831,,ENTRY,0
2025-05-08,,EKGYO,12.074997430000002,,2435,,ENTRY,0
2025-05-07,2025-05-08,TEKTU,4.3116900000000005,4.0756249725,7010,-0.054750000000000076,STOP_LOSS,1
2025-05-08,2025-05-12,EKGYO,12.074997430000002,13.192864199999999,2435,0.09257697788180796,SWAP,2
2025-05-12,,TEKTU,4.89345,,6191,,SWAP_ENTRY,0
2025-05-12,,HLGYO,2.62559499,,11891,,ENTRY,0
2025-05-12,2025-05-12,TEKTU,4.89345,4.6255336125,6191,-0.054749999999999965,STOP_LOSS,0
2025-05-12,2025-05-13,HLGYO,2.62559499,2.7065537275000002,11891,0.030834434788436393,SWAP,1
2025-05-13,,TEKTU,4.8964799999999995,,6389,,SWAP_ENTRY,0
2025-05-13,,QUAGR,5.5004599999999995,,5494,,ENTRY,0
2025-05-13,2025-05-13,TEKTU,4.8964799999999995,4.628397719999999,6389,-0.05475000000000019,STOP_LOSS,0
2025-05-13,2025-05-14,QUAGR,5.5004599999999995,5.680454999999999,5494,0.032723626751217205,SWAP,1
2025-05-14,,TEKTU,4.82881,,6223,,SWAP_ENTRY,0
2025-05-14,,NTHOL,39.71522,,761,,ENTRY,0
2025-05-08,2025-05-15,KIMMR,10.38381,11.219619999999999,2831,0.08049164998203917,SWAP,5
2025-05-15,,BMSCH,10.98678,,2963,,SWAP_ENTRY,0
2025-05-14,2025-05-15,TEKTU,4.82881,4.5644326525,6223,-0.054749999999999965,STOP_LOSS,1
2025-05-14,2025-05-16,NTHOL,39.71522,40.077605000000005,761,0.009124587500711323,SWAP,2
2025-05-16,,TEKTU,4.48844,,6788,,SWAP_ENTRY,0
2025-05-15,2025-05-16,BMSCH,10.98678,10.385253795,2963,-0.054749999999999854,STOP_LOSS,1
2025-05-20,,EKGYO,14.31908411,,2061,,ENTRY,0
2025-05-08,2025-05-22,TMSN,84.42287,103.03324500000001,374,0.22044233985411776,SWAP,9
2025-05-22,,TUPRS,125.8421519,,280,,SWAP_ENTRY,0
2025-05-22,,HLGYO,2.607233897,,11298,,ENTRY,0
2025-05-20,2025-05-22,EKGYO,14.31908411,13.535114254977499,2061,-0.054750000000000076,STOP_LOSS,2
2025-05-05,2025-05-26,MAGEN,11.012232000000001,13.425336000000001,2672,0.21912941899516825,SWAP,14
2025-05-22,2025-05-26,TUPRS,125.8421519,123.18480587500001,280,-0.021116501783215225,SWAP,2
2025-05-26,,EKGYO,13.54417575,,2670,,SWAP_ENTRY,0
2025-05-26,,BMSCH,10.96658,,3157,,SWAP_ENTRY,0
2025-05-22,2025-05-28,HLGYO,2.607233897,2.4933042330000004,11298,-0.04369752331430343,SWAP,4
2025-05-28,,MAGEN,13.186962990000001,,2164,,SWAP_ENTRY,0
2025-05-16,2025-05-29,TEKTU,4.48844,5.97597,6788,0.33141358690324485,SWAP,8
2025-05-29,,KRDMA,38.97388,,1031,,SWAP_ENTRY,0
2025-05-29,,HLGYO,2.541521984,,11705,,ENTRY,0
2025-05-29,2025-05-29,KRDMA,38.97388,36.84006007,1031,-0.054750000000000076,STOP_LOSS,0
2025-05-28,2025-05-29,MAGEN,13.186962990000001,12.4649767662975,2164,-0.054750000000000076,STOP_LOSS,1
2025-05-30,,MAVI,30.90398,,1051,,ENTRY,0
2025-06-03,,TUPRS,123.11496,,263,,ENTRY,0
2025-05-26,2025-06-04,EKGYO,13.54417575,14.919231985,2670,0.10152380332188171,SWAP,7
2025-05-29,2025-06-04,HLGYO,2.541521984,2.5380486865000003,11705,-0.0013666210726744898,SWAP,4
2025-06-04,,ASELS,132.3090708,,224,,SWAP_ENTRY,0
2025-06-03,2025-06-05,TUPRS,123.11496,124.8017953,263,0.013701302424985462,SWAP,2
2025-06-05,,AKFGY,2.0351500000000002,,16527,,SWAP_ENTRY,0
2025-06-04,2025-06-10,ASELS,132.3090708,137.95510825,224,0.04267309426225663,SWAP,2
2025-05-30,2025-06-10,MAVI,30.90398,32.18626,1051,0.04149239030053731,SWAP,5
2025-06-10,,TEKTU,6.8275999999999994,,4922,,SWAP_ENTRY,0
2025-06-10,,TUREX,18.03557,,1730,,SWAP_ENTRY,0
2025-06-10,2025-06-10,TUREX,18.03557,17.048122542499996,1730,-0.05475000000000019,STOP_LOSS,0
2025-06-11,,KRDMB,23.512800000000002,,1443,,ENTRY,0
2025-06-10,2025-06-11,TEKTU,6.8275999999999994,6.453788899999999,4922,-0.054750000000000076,STOP_LOSS,1
2025-06-11,2025-06-12,KRDMB,23.512800000000002,22.721819999999997,1443,-0.0336404001224867,SWAP,1
2025-06-12,,TEKTU,6.52965,,5140,,SWAP_ENTRY,0
2025-06-12,,EREGL,24.682397169999998,,1328,,ENTRY,0
2025-06-12,2025-06-12,TEKTU,6.52965,6.1721516625,5140,-0.054749999999999965,STOP_LOSS,0
2025-06-12,2025-06-13,EREGL,24.682397169999998,23.989564425,1328,-0.028069913154225357,SWAP,1
2025-06-13,,AEFES,13.78155201,,2376,,SWAP_ENTRY,0
2025-06-13,,TEKTU,5.82366,,5449,,ENTRY,0
2025-05-26,2025-06-23,BMSCH,10.96658,15.6414,3157,0.42627874870743665,SWAP,18
2025-06-23,,KMPUR,13.14414,,3468,,SWAP_ENTRY,0
2025-06-23,,HUNER,3.19564,,9595,,ENTRY,0
2025-06-13,2025-06-26,TEKTU,5.82366,9.48633,5449,0.6289292300718106,SWAP,9
2025-06-26,,BAGFS,25.298479999999998,,1882,,SWAP_ENTRY,0
2025-06-23,2025-06-27,KMPUR,13.14414,13.849405,3468,0.05365623007667297,SWAP,4
2025-06-13,2025-06-27,AEFES,13.78155201,14.030495,2376,0.018063494577342576,SWAP,10
2025-06-27,,EUPWR,25.22879,,1883,,SWAP_ENTRY,0
2025-06-27,,OTKAR,385.41903,,86,,SWAP_ENTRY,0
2025-06-05,2025-06-30,AKFGY,2.0351500000000002,2.558145,16527,0.25698105790727954,SWAP,15
2025-06-30,,HLGYO,3.01893242,,13138,,SWAP_ENTRY,0
2025-06-30,2025-06-30,HLGYO,3.01893242,2.853645870005,13138,-0.054750000000000076,STOP_LOSS,0
2025-06-27,2025-07-10,EUPWR,25.22879,31.257925,1883,0.2389783655894715,SWAP,9
2025-07-10,,MAGEN,14.336344,,3790,,SWAP_ENTRY,0
2025-07-10,,CANTE,1.61297,,29563,,ENTRY,0
2025-07-10,2025-07-10,MAGEN,14.336344,13.551429165999998,3790,-0.05475000000000019,STOP_LOSS,0
2025-06-26,2025-07-16,BAGFS,25.298479999999998,34.343419999999995,1882,0.3575289898839771,SWAP,13
2025-07-16,,ODAS,5.17322,,12281,,SWAP_ENTRY,0
2025-07-16,,MAGEN,14.757715999999999,,3758,,ENTRY,0
2025-06-23,2025-07-18,HUNER,3.19564,4.246659999999999,9595,0.3288918651662889,SWAP,18
2025-07-18,,KFEIN,9.44723801,,4316,,SWAP_ENTRY,0
2025-06-27,2025-07-28,OTKAR,385.41903,502.020285,86,0.3025311308577576,TIME_EXIT,20
2025-07-28,,AGHOL,28.40372601,,19,,ENTRY,0
2025-07-16,2025-07-29,ODAS,5.17322,5.74314,12281,0.11016736191385657,SWAP,9
2025-07-29,,PETUN,10.66257,,6473,,SWAP_ENTRY,0
2025-07-18,2025-07-30,KFEIN,9.44723801,9.932488,4316,0.05136421772018007,SWAP,8
2025-07-30,,TEKTU,14.35412,,2840,,SWAP_ENTRY,0
2025-07-30,2025-08-04,TEKTU,14.35412,13.568231929999998,2840,-0.05475000000000019,STOP_LOSS,3
2025-07-29,2025-08-05,PETUN,10.66257,11.745975,6473,0.10160824266569879,SWAP,5
2025-08-05,,KFEIN,11.127877,,6724,,SWAP_ENTRY,0
2025-08-05,,TEKTU,15.48936,,5469,,ENTRY,0
2025-08-05,2025-08-05,TEKTU,15.48936,14.64131754,5469,-0.054749999999999965,STOP_LOSS,0
2025-07-10,2025-08-06,CANTE,1.61297,2.2188499999999998,29563,0.37563004891597473,SWAP,18
2025-08-06,,TEKTU,17.03062,,3714,,SWAP_ENTRY,0
2025-08-06,,SASA,3.19564,,25239,,ENTRY,0
2025-08-06,2025-08-06,TEKTU,17.03062,16.098193554999998,3714,-0.054750000000000076,STOP_LOSS,0
2025-07-28,2025-08-07,AGHOL,28.40372601,30.83505,19,0.08559876930033794,SWAP,8
2025-08-07,,TEKTU,18.67591,,30,,SWAP_ENTRY,0
2025-08-07,2025-08-07,TEKTU,18.67591,17.653403927499998,30,-0.054750000000000076,STOP_LOSS,0
2025-07-16,2025-08-08,MAGEN,14.757715999999999,17.436778,3758,0.18153635698098558,SWAP,17
2025-08-08,,TEKTU,19.78287,,3381,,SWAP_ENTRY,0
2025-08-08,,ZOREN,3.4946,,8891,,ENTRY,0
2025-08-08,2025-08-08,TEKTU,19.78287,18.699757867499997,3381,-0.054750000000000076,STOP_LOSS,0
2025-08-11,,MAGEN,17.454012,,2649,,ENTRY,0
2025-08-08,2025-08-14,ZOREN,3.4946,3.30327065,8891,-0.054750000000000076,STOP_LOSS,4
2025-08-05,2025-08-15,KFEIN,11.127877,11.156934999999999,6724,0.002611279761629115,SWAP,8
2025-08-15,,VESBE,10.53632,,7204,,SWAP_ENTRY,0
2025-08-15,,KARSN,10.312100000000001,,3659,,ENTRY,0
2025-08-06,2025-08-18,SASA,3.19564,4.21283,25239,0.3183055663341303,SWAP,8
2025-08-18,,TRENJ,53.67342,,1833,,SWAP_ENTRY,0
2025-08-18,,KMPUR,15.5742,,2342,,ENTRY,0
2025-08-15,2025-08-20,VESBE,10.53632,9.95945648,7204,-0.054749999999999965,STOP_LOSS,3
2025-08-15,2025-08-21,KARSN,10.312100000000001,10.846494999999999,3659,0.05182213128266766,SWAP,4
2025-08-21,,VESBE,10.74337,,3671,,SWAP_ENTRY,0
2025-08-18,2025-08-25,KMPUR,15.5742,17.38663,2342,0.11637387474155991,SWAP,5
2025-08-25,,ALKA,7.8578,,5039,,SWAP_ENTRY,0
2025-08-25,,SARKY,12.62964701,,6267,,ENTRY,0
2025-08-21,2025-08-26,VESBE,10.74337,11.42061,3671,0.0630379480554053,SWAP,3
2025-08-26,,QUAGR,7.53258,,5507,,SWAP_ENTRY,0
2025-08-18,2025-09-01,TRENJ,53.67342,59.221405,1833,0.10336559511206844,SWAP,10
2025-08-11,2025-09-04,MAGEN,17.454012,21.992286,2649,0.26001322790427794,SWAP,18
2025-09-04,,KUTPO,97.43065999999999,,595,,SWAP_ENTRY,0
2025-08-25,2025-09-11,SARKY,12.62964701,12.850425,6267,0.017480931163411872,SWAP,13
2025-08-26,2025-09-11,QUAGR,7.53258,9.31917,5507,0.2371816827700468,SWAP,12
2025-09-11,,TRENJ,60.65959,,1285,,SWAP_ENTRY,0
