date,equity
2025-08-15,298235.06145715393
2025-08-18,306891.683023894
2025-08-19,307735.06502389396
2025-08-20,308290.18365685013
2025-08-21,308652.14111890015
2025-08-22,315518.57711890014
2025-08-25,317173.29268828675
2025-08-26,321411.14198354684
2025-08-27,325217.95798354683
2025-08-28,328588.6839835468
2025-08-29,326685.72398354684
2025-09-01,336193.8176778167
2025-09-02,330549.2956778168
2025-09-03,335906.0016778168
2025-09-04,345083.8769751888
2025-09-05,344589.4589751888
2025-09-08,339937.5129751888
2025-09-09,342458.1249751888
2025-09-10,350541.2529751888
2025-09-11,344449.661680616
2025-09-12,346689.6986806159
2025-09-15,344697.86879372015
2025-09-16,347678.8740430784
2025-09-17,346938.58679220243
2025-09-18,352764.00679220236
2025-09-19,361022.74679220247
2025-09-22,364975.87765274156
2025-09-23,367678.78765274154
2025-09-24,367294.6234032215
2025-09-25,367633.0434032215
2025-09-26,368357.5658867303
2025-09-29,358304.5504818803
2025-09-30,357186.7020214003
2025-10-01,359832.8386636903
2025-10-02,359327.8926636903
2025-10-03,355690.19266369037
2025-10-06,350697.2428049603
2025-10-07,368108.0808049603
2025-10-08,366078.5040507203
2025-10-09,371621.06605072034
2025-10-10,383726.09967885027
2025-10-13,375113.95304702956
2025-10-14,367580.3961770761
2025-10-15,371874.83659699606
2025-10-16,375413.55919261614
2025-10-17,381584.7871618718
2025-10-20,377998.3250758856
2025-10-21,382876.40507588565
2025-10-22,395469.01504615555
2025-10-23,397252.57752657845
2025-10-24,403108.3320981184
2025-10-27,414711.5820981184
2025-10-28,420646.9840324584
2025-10-30,431196.31403245835
2025-10-31,445218.6237584939
2025-11-03,446881.9677280539
2025-11-04,445554.50428960397
2025-11-05,462650.31318960397
2025-11-06,459337.323330814
2025-11-07,472944.85783081397
2025-11-10,470437.0794908139
2025-11-11,452380.37008228607
2025-11-12,471531.17096788605
2025-11-13,480563.098901786
2025-11-14,480345.4789017861
2025-11-17,494666.6099829661
2025-11-18,493423.0294300461
2025-11-19,492399.0379234402
2025-11-20,500139.87792344025
2025-11-21,498284.0879234402
2025-11-24,495499.39808648755
2025-11-25,491489.18853266665
