symbol,period,announcement_date,roe,roa,net_margin,debt_to_equity,current_ratio,revenue_growth_yoy,profit_growth_yoy,net_profit,net_sales,total_assets,total_liabilities,total_equity,current_liabilities,current_assets,long_term_liabilities,revenue,operating_profit,ebitda,gross_profit,depreciation,total_debt
TRALT,2022/12,2023-03-01 21:41:22,-0.14200265904245643,-0.126746436548039,-0.26157183303104675,0.12036805854210397,10.32177997082551,0.5041131169098917,-1.7842421432116118,-176429639.0,674497850.0,1391988949.0,149549968.0,1242438981.0,93899157.0,969206438.0,55650811.0,674497850.0,300314462.0,360560225.0,389331919.0,60245763.0,149549968.0
TRALT,2023/3,2023-05-02 18:14:35,0.11024771753001389,0.09257108413002643,0.4435917942903173,0.19095199722581457,6.776357958052655,0.6128145233722038,-0.000290221976708536,72130729.0,162606094.0,779192873.0,124932353.0,654260520.0,94297887.0,638996237.0,30634466.0,162606094.0,-14310276.0,-2772353.0,21186379.0,11537923.0,124932353.0
TRALT,2023/6,2023-08-09 18:17:52,0.21120630108810592,0.17714800706521533,0.3960041079540184,0.1922589736521978,6.881693675692979,0.5714043349923759,0.044861998448965164,112036870.0,282918454.0,632447815.0,101986037.0,530461778.0,74693733.0,514019390.0,27292304.0,282918454.0,1658569.0,22957750.0,61001904.0,21299181.0,101986037.0
TRALT,2023/9,2023-10-30 18:11:10,0.3207479664518224,0.2729188591674814,0.39135525617921996,0.17525028487156694,6.553506439258779,0.4404466488159189,-0.017747977875515308,164674469.0,420780011.0,603382520.0,89974841.0,513407679.0,63810217.0,418180668.0,26164625.0,420780011.0,56764027.0,84948914.0,136518146.0,28184887.0,89974842.0
TRALT,2023/12,2024-05-09 20:14:03,0.019694412336721975,0.017588343018865905,0.04047209861494164,0.11974233917433523,6.238919830193077,-0.27172463781760015,-1.1126835100535462,19880711.0,491220166.0,1130334505.0,120875037.0,1009459468.0,89813064.0,560336506.0,31061974.0,491220166.0,108078863.0,152502030.0,208027769.0,44423167.0,120875038.0
TRALT,2024/3,2024-05-09 20:14:03,-0.007903264095015234,-0.006925135961655815,-0.04325677961790271,0.14124316814252894,5.3111296754485835,-0.19637860558903777,-1.0783650058493102,-5652525.0,130673736.0,816233072.0,101019088.0,715213984.0,73712419.0,391496216.0,27306670.0,130673736.0,19311817.0,35227879.0,42524937.0,15916062.0,101019089.0
TRALT,2024/6,2024-07-09 18:10:50,-0.009545631072599422,-0.008549373338284464,-0.03214346883359216,0.11652991335092056,6.710166638796357,-0.2055127022573084,-1.0644881635840058,-7225052.0,224775118.0,845097262.0,88201050.0,756896212.0,56649293.0,380126196.0,31551757.0,224775118.0,26965400.0,61921900.0,71847007.0,34956500.0,88201050.0
TRALT,2024/9,2024-11-21 18:11:23,0.018571110043502245,0.016959812896239528,0.04823590102443047,0.09500677614314884,8.814807587159997,-0.2550909363420307,-0.9081873584180192,15119198.0,313442844.0,891471981.0,77347356.0,814124625.0,45898808.0,404589161.0,31448548.0,313442844.0,45634511.0,88289127.0,112320353.0,42654616.0,77347356.0
TRALT,2024/12,2025-03-14 18:58:30,0.020424539660961822,0.018635071724611343,0.06430579025555061,0.09602688751592652,8.137409464530634,-0.32143691348371883,0.07816340170127718,21434655.0,333323872.0,1150231956.0,100775990.0,1049455966.0,62323640.0,507152978.0,38452350.0,333323872.0,23807158.0,71648538.0,113936988.0,47841380.0,100775990.0
TRALT,2025/3,2025-05-22 18:11:36,0.015329379709498735,0.013878831922051133,0.11492766517924756,0.10451512026332171,8.070659876650359,-0.10919199555142435,-3.3667615800018575,13378179.0,116405210.0,963926869.0,91211909.0,872714960.0,55536440.0,448215718.0,35675469.0,116405210.0,13097418.0,17935913.0,33186702.0,4838495.0,91211909.0
TRALT,2025/6,2025-08-11 19:42:06,0.04634574063968372,0.04211104121734184,0.2184131827294245,0.1005603103977254,8.172717083927877,-0.14239738937652344,-6.8273647027038695,42103013.0,192767728.0,999809356.0,91354503.0,908454853.0,55890250.0,456775201.0,35464252.0,192767728.0,29035564.0,39703395.0,70845072.0,10667831.0,91354502.0
TRALT,2025/9,2025-11-11 18:10:55,0.10962966926708431,0.09876234210875261,0.3176253255511356,0.11003513005356937,6.830485562270621,0.1028876320430528,6.262330250586043,109800609.0,345692236.0,1111765949.0,110206702.0,1001559247.0,75216779.0,513767123.0,34989923.0,345692236.0,78668579.0,96773394.0,141993206.0,18104815.0,110206702.0
