FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6
2BBB,Diğer Borçlar,Other Long-Term Loans,TKFEN,8065639,10222449,7995931,9340751,7592197,7192010,6633987,6463342,6231664,5643984,6753898,17784220,7207809,6380926,8192153,7908129,5496883,6849747,6970818,9836199,9936009,11112467
2BBBA,Müşteri Söz.Doğan Yük.,None,TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BC,Finans Sektörü Faaliyetlerinden Borçlar,Long-Term Loans from Financial Operations,TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BD,Devlet Teşvik ve Yardımları,Long-Term Government Promotions and Aids,TKFEN,171997,165123,145760,152300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BDA,Ertelenmiş Gelirler (Müşteri Söz.Doğan Yük. Dış.Kal.),None,TKFEN,36618,35154,31032,32424,28295,27139,26533,17299,15753,13839,12451,49808,11778,8736,8240,44657,32433,34605,36247,42485,37427,37702
2BE,Uzun vadeli karşılıklar,Long-Term Provisions,TKFEN,10612019,13352928,13360717,16091864,15966334,24026495,24135702,21599416,20380809,20580538,20216364,43222454,22591230,21432917,21694341,31582128,23416967,23969251,22038967,25947882,23052675,22260678
2BF,Çalışanlara Sağlanan Faydalara İliş.Karş.,Provisions for Retirment Pay,TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BG,Ertelenmiş Vergi Yükümlülüğü,Deferred Tax Liabilities,TKFEN,12294310,14167165,17010765,13638920,13048628,18006072,17178481,14754437,16730044,19528919,19995149,61689836,14445898,12750023,13223693,15123104,14544825,11159272,10649952,13286095,13942173,6501819
2BH,Diğer Uzun Vadeli Yükümlülükler,Other Long-Term Liabilities,TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2N,Özkaynaklar,SHAREHOLDERS EQUITY,TKFEN,820129454,829786011,801620097,781802037,780363994,795315609,833925460,578556130,527406349,536553075,521387552,1352277333,539985929,434180312,434763181,1078600570,777871975,836659450,860627719,1019428886,868132538,813220077
2O,Ana Ortaklığa Ait Özkaynaklar,Parent Shareholders Capital,TKFEN,809176176,818266355,790245551,770936403,770113898,785316413,822685817,568833745,517871586,527324191,512613020,1333542227,532054326,426950011,427662474,1062005846,766485178,824586669,848181935,1005713514,856327216,803640424
2OA,Ödenmiş Sermaye,Share Capital,TKFEN,56218187,53971264,47642348,49780026,44360253,42548787,41598741,27709129,25232721,22167104,19943834,19752296,19283086,14302502,13490848,12546073,11439667,11251228,10824252,10468597,9779641,9293587
2OC,Karşılıklı İştirak Sermayesi Düzeltmesi (-),Adjustments to Share Capital,TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2OCA,Hisse Senedi İhraç Primleri,Premium in Excess of Par,TKFEN,0,0,38755633,0,36085747,0,33839339,22540553,20526068,18032280,16223716,205405029,15686217,11634660,10974404,188367213,136880805,145941317,152926585,183383314,161607588,162800208
2OCB,Değer Artış Fonları,Market Value Surpluses,TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2OCC,Yabancı Para Çevrim Farkları,FX Translation Differences,TKFEN,113876928,129011742,158539826,142067755,162670487,171280029,172258025,193055418,192249736,188101118,183339945,89617072,183071796,193812003,199271531,39780715,19595469,6817666,-4529950,-10712612,-20501008,-26544293
2OCD,Kardan Ayrılan Kısıtlanmış Yedekler,Income Reserves,TKFEN,58119578,55796660,49253689,51492324,47574573,45723272,44702344,29784767,38246940,33752411,30367182,169976938,34663693,25838513,25374717,158603385,121812383,132680164,145376933,187372546,171337881,172505576
2OCE,Geçmiş Yıllar Kar/Zararları,Retained Earnings /(Acc. Losses),TKFEN,514478918,491468164,434936906,454392885,396848504,380596373,372487043,245141991,250363760,220044514,197974946,663512972,367131406,229057542,215056224,604625093,384460481,414102532,427585490,501350162,447358360,447572314
2OCF,Dönem Net Kar/Zararı,Current Year Income /(Losses),TKFEN,7150194,21187076,16824316,-8089254,49415044,83872630,134075327,62849397,7190302,64560672,97732602,74148089,-18735394,5289220,17219646,-54545205,-16407295,135136,675258,13339507,-19385839,-60330450
2OD,Diğer Özsermaye Kalemleri,Other Sholders Equity Items,TKFEN,59332371,66831449,44292833,81292666,33159289,61295323,23724999,-12247510,-15937941,-19333908,-32969206,111129831,-69046477,-52984430,-53724896,112628572,108703669,113658626,115323367,118766474,106130593,98343481
2ODA,Azınlık Payları,Minority Interests,TKFEN,10953278,11519656,11374546,10865634,10250096,9999195,11239642,9722384,9534763,9228884,8774532,18735106,7931602,7230301,7100707,16594725,11386797,12072780,12445784,13715371,11805322,9579654
2ODB,TOPLAM KAYNAKLAR,TOTAL LIABILITIES AND S.HOLDERS EQUITY,TKFEN,1923929803,1855302166,1882123304,1872406124,1873792922,1837153831,1956847940,1641097356,1759243087,1677395126,1727622695,3291197576,1673043392,1385633330,1377554984,2582346794,1774016560,1761801230,1756407050,2174569560,1854969696,1732969125
3B,Sürdürülen Faaliyetler,Continuing Operations,TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C,Satış Gelirleri,Net Sales,TKFEN,494209921,876585086,1243390196,1669114785,511888909,940646457,1359874892,1817669806,379012656,872943216,1333371449,3309797685,903410035,1620141658,2062763028,2613645049,716743302,1208149101,1321574876,2065280668,374032061,693821888
3CA,Satışların Maliyeti (-),Cost Of Sales,TKFEN,-454309609,-784070732,-1136881918,-1539055566,-424064088,-801644882,-1170080978,-1674247498,-357490314,-755822019,-1161791170,-3141573960,-898660090,-1533876239,-1938383292,-2539180296,-630322548,-1063154724,-1176374287,-1853114725,-344254424,-682877404
3CAA,Ticari Faaliyetlerden Diğer Kar (Zarar),Other Profit (Loss) from Trade Operations,TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAB,Ticari Faaliyetlerden Brüt Kar (Zarar),Gross Profit (Loss) from Trade Operations,TKFEN,39900312,92514354,106508277,130059220,87824821,139001575,189793914,143422307,21522343,117121197,171580279,168223725,4749944,86265419,124379736,74464754,86420754,144994377,145200589,212165943,29777638,10944484
3CAC,"Faiz, Ücret, Prim, Komisyon ve Diğer Gelirler","Proceeds from Interest, Fee, Premium, Commission and Other",TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAD,"Faiz, Ücret, Prim, Komisyon ve Diğer Giderler (-)","Expenses from Interest, Fee, Premium, Commission and Other",TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAE,Finans Sektörü Faaliyetlerinden Diğer Kar (Zarar),Other Profit (Loss) from Financial Operations,TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAF,Finans Sektörü Faaliyetlerinden Brüt Kar (Zarar),Gross Profit (Loss) from Financial Operations,TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CB,Diğer Gelir ve Giderler,Other Income (Expenses),TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3D,BRÜT KAR (ZARAR),GROSS PROFIT (LOSS),TKFEN,39900312,92514354,106508277,130059220,87824821,139001575,189793914,143422307,21522343,117121197,171580279,168223725,4749944,86265419,124379736,74464754,86420754,144994377,145200589,212165943,29777638,10944484
3DA,"Pazarlama, Satış ve Dağıtım Giderleri (-)",Marketing Selling & Distrib. Expenses (-),TKFEN,-16283575,-25505988,-37166931,-46410803,-12297193,-21542412,-28933353,-38137864,-10035434,-22537468,-36394352,-92622209,-41300020,-69984619,-89518678,-109948303,-44467353,-67690746,-66140180,-99640465,-17228134,-29217696
3DB,Genel Yönetim Giderleri (-),General Administrative Expenses (-),TKFEN,-18478127,-35599217,-50461347,-68587254,-16274314,-40285398,-55445177,-77911781,-13222652,-28112352,-39545964,-97019980,-28194167,-55108357,-77555907,-100862474,-25594451,-48668314,-51921097,-85937713,-17891726,-32824728
3DC,Araştırma ve Geliştirme Giderleri (-),Research & Development Expenses (-),TKFEN,-255778,-2269414,-2599161,-3203964,-863458,-1669744,-2138458,-3163310,-384965,-888518,-1225152,-2980197,-1087347,-2058754,-2894281,-3410071,-913489,-1263427,-1406629,-2013821,-283735,-628299
3DD,Diğer Faaliyet Gelirleri,Income from Other Operations,TKFEN,25831240,55926107,74541747,108246054,18288465,30536521,48017212,111737783,43095785,94193579,138487729,277729824,26721771,79731797,120446442,167890681,33527676,60304542,61840582,84023838,30310850,56274107
3DE,Diğer Faaliyet Giderleri (-),Expenses from Other Operations (-),TKFEN,-39337405,-77752977,-107734355,-128554996,-34542253,-51165859,-71628482,-198582415,-56211013,-121549881,-172168410,-328513661,-51786534,-151202466,-203259084,-249772676,-46152763,-80798105,-79885223,-107646345,-32631562,-60274910
3DEA,Faaliyet Karı Öncesi Diğer Gelir ve Giderler,Other Income (Expenses) Before Operating Profits,TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3DF,FAALİYET KARI (ZARARI),OPERATING PROFITS,TKFEN,-8623333,7312866,-16911770,-8451743,42136068,54874683,79665655,-62635279,-15235936,38226557,60734130,-75182497,-90896353,-112356980,-128401772,-221638089,2820375,6878328,7688042,951437,-7946668,-55727043
3H,Net Faaliyet Kar/Zararı,Net Operating Profits,TKFEN,4882832,29139735,16280838,11857199,58389856,75504021,103276925,24209352,-2120708,65582859,94414811,-24398660,-65831590,-40886311,-45589131,-139756094,15445461,27371891,25732683,24573944,-5625957,-51726240
3HA,Yatırım Faaliyetlerinden Gelirler,None,TKFEN,2985597,5099315,5058593,8893291,91558,32944683,49870748,53277225,13615418,32392177,45860059,108948711,13109135,73804665,118503693,128377384,12437169,7050677,6988538,21540825,2404036,5431291
3HAA,Yatırım Faaliyetlerinden Giderler (-),None,TKFEN,-19298,-28240,-2227,-8357542,-2296,-2734913,-2727676,-9696088,-3506340,-7688061,-8052282,-31437957,-1541149,-1566401,-9297690,-13759427,-9647349,-14686865,-11019919,-7750373,-16411,-6390827
3HAB,Diğer Gelir ve Giderler,None,TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,-0,-0,0
3HAC,Özkaynak Yöntemiyle Değerlenen Yatırımların Kar/Zararlarındaki Paylar,Profit (Loss) from Subsidiaries,TKFEN,3343915,3209834,5683437,8595747,-734763,5188704,11488568,9053970,2507821,1217740,2597352,91531268,3907917,-649519,-876348,3493710,-1196915,-2606767,-3226208,-6655619,-804012,-1492274
3HACA,Finansman Gideri Öncesi Faaliyet Karı/Zararı,None,TKFEN,-2313118,15593774,-6171968,679754,41490568,90273158,138297296,-10000173,-2619038,64148413,101139258,93859524,-75420450,-40768235,-20072117,-103526422,4413280,-3364627,430452,8086270,-6363055,-58178854
3HB,(Esas Faaliyet Dışı) Finansal Gelirler,Financial Income (from Other Operations),TKFEN,29049065,51511660,94380691,117293595,49191742,68972703,94430766,326975163,52288289,75007517,88875485,175033471,13153594,58867143,70272997,94359934,17721012,33331710,31974102,49169822,10705931,19411626
3HC,(Esas Faaliyet Dışı) Finansal Giderler (-),Financial Expenses (from Other Operations) (-),TKFEN,-14026224,-27061677,-38888815,-85319840,-19603099,-33614280,-52970464,-190473527,-37776336,-49355165,-61171064,-167347771,-13145973,-61599506,-74136557,-95489378,-17990000,-27809340,-21611276,-44967558,-18197692,-29947213
3HCA,Vergi Öncesi Diğer Gelir ve Giderler,Other Income (Expenses) Before Tax,TKFEN,2966300,5071074,5056366,535749,89263,30209771,47143073,43581137,10109078,24704116,37807777,77510754,11567986,72238264,109206003,114617956,2789820,-7636188,-4031382,13790452,2387625,-959537
3I,SÜRDÜRÜLEN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),PROFIT BEFORE TAX FROM CONTINUING OPERATIONS,TKFEN,12709722,40043757,49319908,32653509,71079210,125631581,179757597,126501463,11892915,89800766,128843679,101545225,-75412828,-43500598,-23935678,-104655867,4144291,2157743,10793278,12288534,-13854816,-68714440
3IA,Sürdürülen Faaliyetler Vergi Geliri (Gideri),Taxation on Continuing Operations,TKFEN,-5128143,-18219665,-30319187,-42244056,-15795995,-33742799,-31784549,-33574129,-4804014,-18181802,-16058313,-16803299,-32322263,-51593349,-101399374,37043486,-27927656,-1127698,-9279213,2395468,-6428645,4582816
3IB,Dönem Vergi Geliri (Gideri),Taxation on Income (Expenses),TKFEN,-4925026,-14686379,-22258284,-34356095,-15542792,-30920306,-38743855,-65117704,1361442,-6033485,-11312735,-31976386,-32471414,-39069113,-40521054,-67099592,-5990035,-9125756,-7722739,-19600579,-6382583,-4533701
3IC,Ertelenmiş Vergi Geliri (Gideri),Income (Expenses) of Deferred Tax,TKFEN,-203117,-3533286,-8060903,-7887961,-253204,-2822494,6959306,31543574,-6165456,-12148318,-4745579,15173087,149150,-12524236,-60878320,104143078,-21937621,7998057,-1556475,21996047,-46062,9116517
3ID,Diğer Vergi Geliri (Gideri),Other Taxation Income (Expenses),TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3J,SÜRDÜRÜLEN FAALİYETLER DÖNEM KARI/ZARARI,PROFIT FROM CONTINUING OPERATIONS,TKFEN,7581579,21824092,19000721,-9590547,55283215,91888782,147973048,92927334,7088900,71618963,112785366,84741925,-107735091,-95093947,-125335051,-67612381,-23783365,1030045,1514064,14684001,-20283461,-64131624
3K,DURDURULAN FAALİYETLER,DISCONTINUED OPERATIONS,TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3KA,Durdurulan Faaliyetler Vergi Sonrası Dönem Karı (Zararı),Profit After Taxes from Discontinued Operations,TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3L,DÖNEM KARI (ZARARI),NET PROFIT AFTER TAXES,TKFEN,7581579,21824092,19000721,-9590547,55283215,91888782,147973048,92927334,7088900,71618963,112785366,84741925,-107735091,-95093947,-125335051,-67612381,-23783365,1030045,1514064,14684001,-20283461,-64131624
3LA,Dönem Kar/Zararının Dağılımı,Distrubition of Profit (Loss),TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3LB,Azınlık Payları,Minority Interests,TKFEN,-114478,-590424,-401070,-1034928,-375822,-552737,818858,-1102279,-456891,-768880,-1154833,1146313,782748,-2941446,-1364524,-104706,-111917,840240,799009,341966,-53867,-53143
3Z,Ana Ortaklık Payları,Parent Shares,TKFEN,7696058,22414516,19401791,-8555620,55659037,92441518,147154190,94029613,7545792,72387843,113940198,83595613,-108517839,-92152502,-123970527,-67507675,-23671447,189805,715056,14342035,-20229593,-64078481
3ZD,Hisse Başına Kazanç,Earnings per Share,TKFEN,0,0,0,-0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,0,0,0,-0,-180
3ZE,Seyreltilmiş Hisse Başına Kazanç,Diluted Earnings per Share,TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-180
3ZF,Sürdürülen Faaliyetlerden Hisse Başına Kazanç,Earnings per Share from Continuing Operations,TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-180
3ZG,Sürdürülen Faaliyetlerden Seyreltilmiş Hisse Başına Kazanç,Earnings per Share from Discontinued Operations,TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-180
4B,Amortisman Giderleri,Depreciation & Amortization,TKFEN,11994069,21488294,33992225,44826181,12043854,24068955,35360574,48316298,8696608,18116710,26754136,100260363,21608690,49542120,70648149,90777087,18270649,42327904,48108798,78763980,16592951,33019506
4BA,Kıdem Tazminatı,Severance Payments,TKFEN,1726498,0,0,0,3067614,0,0,0,1065722,0,0,7985008,0,0,0,10200879,3790904,-18713026,0,12825245,2244916,-8663280
