FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,2015/3,2015/6,2015/9,2015/12,2016/3,2016/6,2016/9,2016/12,2017/3,2017/6,2017/9,2017/12,2018/3,2018/6,2018/9,2018/12,2019/3,2019/6,2019/9,2019/12,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9,SYMBOL
1ABC,2.2.3 Krediler,2.2.3 Loans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1ABD,2.2.4 Diğer Menkul Değerler,2.2.4 Other Marketable Securities,0,0,0,0,0,0,0,0,0,0,0,0,1456989,1513989,20987843,2129911051,3239708741,3320251138,2866867533,2965799103,2966302788,3030440308,3038510248,3038196885,3044204867,3242572272,3230799308,3422992892,1472523582,1896514310,2231352306,3826847408,3986418216,4969908036,3045829345,3659224609,3911955306,5173755791,5223217732,5896571924,5986213817,7827653607,7907977510,ISCTR
1AC,III. BANKALAR,III. BANKS,1798786531,1767522765,2295263813,1517489637,1750315894,1478248931,2656868105,2229063309,2688700867,2062409557,1771215737,2473186481,2118444137,3703878265,4590117629,8383077228,10503857347,10460204674,9632611871,12954270137,16084326561,19177867397,25347411199,16049512851,17642419073,20431194706,19119161642,24129272045,27647035059,25224168327,39880031360,23034601358,21540529151,43732978520,34713560344,43259284089,48648976621,71068801717,95923622892,52929260485,103959484248,81705917953,113507245791,ISCTR
1AD,IV. PARA PİYASALARINDAN ALACAKLAR,IV. RECEIVABLES FROM MONEY MARKETS,0,0,0,0,0,0,0,0,173999,0,14509891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12022150933,0,0,0,0,0,0,0,0,0,0,0,10051098939,0,0,ISCTR
1ADA,4.1 Bankalararası Para Piyasasından Alacaklar,4.1 Interbank Money Market Placements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1ADB,4.2 İMKB Takasbank Piyasasından Alacaklar,4.2 Receivables From Istanbul Stock Exchange Money Market,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1ADC,4.3 Ters Repo İşlemlerinden Alacaklar,4.3 Receivables From Reverse Repurchase Agreements,0,0,0,0,0,0,0,0,173999,0,14509891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AE,V. SATILMAYA HAZIR FİNANSAL VARLIKLAR (Net),V.AVAILABLE VAILABLE FOR SALE FINANCIAL ASSETS (Net),41856006584,43100557264,41859675556,40860054041,42602768992,44244403699,44140791475,45326570596,47350393442,48358771891,48126041634,49382074229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AEA,5.1 Sermayede Payı Temsil Eden Menkul Değerler,5.1 Securities Representing Share in Equity,33914746,35082737,35082737,290549824,293080805,104620217,116076131,125275062,140877945,143286927,157977817,176200681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AEB,5.2 Devlet Borçlanma Senetleri,5.2 Government Debt Securities,40784852604,42029476285,40675894420,39547972866,41311089664,43128261057,42972890220,44003350504,45980879697,47250126193,47700612819,49037162811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AEC,5.3 Diğer Menkul Değerler,5.3 Other Marketable Securities,1037239233,1035998242,1148698399,1021531351,998598523,1011522426,1051825124,1197945030,1228635800,965358771,267450997,168710737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AF,VI. KREDİLER,VI. LOANS,165354134833,175104716821,180921469266,177932423648,176235451355,183614639099,189620899125,204255713540,220497615921,224575129389,229515857393,240163966660,246481070358,261041409330,291273485953,269379035898,270897661527,273212864191,269073872183,289242690269,317123643388,335524236605,364285023245,365520505435,384317281045,396432787698,411779142659,514208132950,556764809701,652136462585,711643564063,782422382092,843915147301,967368889156,1013427471886,1172289517251,1316660917005,1446541491148,1581197370561,1656911433704,1817796809641,2029719761333,2178388859930,ISCTR
1AFA,6.1 Krediler,6.1 Short Term,164757957298,174426869897,180154428009,177035294365,175311044276,182619410552,188552022128,203142323877,219428478927,223564610955,228628907034,239407002328,246481070358,261041409330,291273485953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172289517251,0,0,1581197370561,1656911433704,1817796809641,2029719761333,2178388859930,ISCTR
1AFB,6.1.1 Bankanın Dahil Olduğu Risk Grubuna Kullandırılan Krediler,6.1.1 Loans Granted To The Bank's Risk Group,1609927945,1707115217,1517094640,1230751784,1318640126,1637302740,1465621025,911071178,1100884757,1138134478,1423915338,1492728822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AFC,6.1.2 Diğer,6.1.2 Other,163148029353,172719754680,178637333369,175804542581,173992404150,180982107812,187086401103,202231252699,218327594170,222426476478,227204991696,237914273505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AFD,6.2 Takipteki Krediler,6.3 Loans Under Follow-Up,2542011965,2835459768,3131217554,3603662016,3929161579,4498451316,4954159903,4944317977,5295439348,5541589505,5695844350,5403493539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AFE,6.3 Özel Karşılıklar (-),6.4 Specific Provisions (-),1945834430,2157612844,2364176297,2706532734,3004754500,3503222768,3885282907,3830928314,4226302354,4531071071,4808893991,4646529207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AG,VII. FAKTORİNG ALACAKLARI,VII. FACTORING RECEIVABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AH,VIII. VADEYE KADAR ELDE TUTULACAK YATIRIMLAR (Net),VIII. HELD TO MATURITY INVESTMENT (Net),1125927569,246200156,1752116880,3591604106,3839398251,3770267768,4184301668,5357299885,7134561577,8000851090,8111337263,7614757981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AHA,8.1 Devlet Borçlanma Senetleri,8.1 Government Debt Securities,1044033182,149787878,1627264815,3414851430,3654650634,3640797738,4021994883,5049885187,6800367079,7668543578,7738987051,7111143752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AHB,8.2 Diğer Menkul Değerler,8.2 Other Marketable Securities,81894387,96412278,124852065,176752676,184747617,129470031,162306785,307414698,334194498,332307512,372350212,503614229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AI,IX. İŞTİRAKLER (Net),IX. INVESTMENTS AND ASSOCIATES (Net),783189136,783189136,128245040,128245040,128245040,128245040,128245040,128245040,128245040,128245040,128245040,185397612,192030562,185597610,195976533,206773452,218726362,229573281,239486207,250458249,252017113,249838129,257692070,266304201,276516170,286788140,296017112,311080627,326212021,307897076,324587026,399381521,398629522,392129529,391004531,475063430,486572416,506332392,535747357,630091244,895775925,1077612707,1164060603,ISCTR
1AIA,9.1 Özkaynak Yöntemine Göre Muhasebeleştirilenler,9.1 Accounted With Equity Method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AIB,9.2 Konsolide Edilmeyenler,9.2 Non-Consolidated Investments And Associates,783189136,783189136,128245040,128245040,128245040,128245040,128245040,128245040,128245040,128245040,128245040,185397612,192030562,185597610,195976533,206773452,218726362,229573281,239486207,250458249,252017113,249838129,257692070,266304201,276516170,286788140,296017112,311080627,326212021,307897076,324587026,399381521,398629522,392129529,391004531,475063430,486572416,506332392,535747357,630091244,895775925,1077612707,1164060603,ISCTR
1AIC,9.2.1 Mali İştirakler,9.2.1 Financial Investments And Associates,124574067,124574067,124574067,124574067,124574067,124574067,124574067,124574067,124574067,124574067,124574067,163819773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AID,9.2.2 Mali Olmayan İştirakler,9.2.2 Non-Financial Investments And Associates,658615068,658615068,3670973,3670973,3670973,3670973,3670973,3670973,3670973,3670973,3670973,21577838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AJ,X. BAĞLI ORTAKLIKLAR  (Net),X. SUBSIDIARIES (Net),8503975323,9205123072,8490070427,9265281622,9870768088,9647583759,9503108841,10314073769,10677915044,11832503399,12054548736,13616742038,13814634556,14652242284,16640909393,17431814471,17982443348,18953043080,19262425764,20820032540,20874738691,22261793304,24161390080,25736000792,26729398812,28562737312,30034745895,39150217020,41766684700,48908981273,58297609107,79459996648,80663041204,100155065814,116786704856,143977899226,158157147211,173889251333,185214966742,203553030736,212870365555,238961880245,252385836137,ISCTR
1AJA,10.1 Konsolide Edilmeyen Mali Ortaklıklar,10.1 Financial Subsidiaries,4248202190,4507517248,4208208489,4601524544,4562153839,4491886365,4475833485,4604643521,4520199153,5017625428,5391956625,6447648720,6429930853,6681372970,7299095345,8255680182,8398882109,8874239550,9213038013,9915672253,10198833631,11012789537,12115203282,13004881985,13205532383,14014573956,14766288701,17613035864,18426732720,20065001805,25652651042,37373325152,38336609996,49703231356,55345420585,67465538041,73541156751,86766292880,93553396736,98845109386,101649756020,117127264447,127548199942,ISCTR
1AJB,10.2 Konsolide Edilmeyen Mali Olmayan Ortaklıklar,10.2 Non-Financial Subsidiaries,4255773133,4697605824,4281861938,4663757078,5308614249,5155697394,5027275356,5709430248,6157715891,6814877970,6662592111,7169093318,7384703704,7970869314,9341814049,9176134289,9583561239,10078803530,10049387751,10904360287,10675905059,11249003768,12046186799,12731118807,13523866428,14548163355,15268457194,21537181155,23339951980,28843979468,32644958065,42086671496,42326431208,50451834458,61441284270,76512361185,84615990461,87122958452,91661570006,104707921350,111220609535,121834615798,124837636195,ISCTR
1AK,XI. BİRLİKTE KONTROL EDİLEN ORTAKLIKLAR (İŞ ORTAKLIKLARI) (Net),XI. JOINT VENTURES (BUSINESS PARTNERS) (Net),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453807455,452011458,ISCTR
1AKA,11.1 Özkaynak Yöntemine Göre Muhasebeleştirilenler,11.1 Accounted With Eequity Method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AKB,11.2 Konsolide Edilmeyenler,11.2 Non-Consolidated Jointly Controlled Associates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453807455,452011458,ISCTR
1AKC,11.2.1 Mali Ortaklıklar,11.2.1 Financial Jointly Controlled Associates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AKD,11.2.2 Mali Olmayan Ortaklıklar,11.2.2 Non-Financial Jointly Controlled Associates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AL,XII. KİRALAMA İŞLEMLERİNDEN ALACAKLAR,XII. RECEIVABLES FROM LEASING TRANSACTIONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1ALA,12.1 Finansal Kiralama Alacakları,12.1 Gross Finance Lease Receivables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1ALB,12.2 Faaliyet Kiralaması Alacakları,12.2 Operational Lease Receivables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1ALC,12.3 Diğer,12.3 Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1ALD,12.4 Kazanılmamış Gelirler (-),12.4 Unearned Income (-),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AM,XIII. RİSKTEN KORUNMA AMAÇLI TÜREV FİNANSAL VARLIKLAR,XIII. DERIVATIVE FINANCIAL ASSETS FOR HEDGE PURPOSES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AMA,13.1 Gerçeğe Uygun Değer Riskinden Korunma Amaçlılar,13.1 Hedging For Fair Value Risk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AMB,13.2 Nakit Akış Riskinden Korunma Amaçlılar,13.2 Hedging For Cash Flow Risk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AMC,13.3 Yurtdışındaki Net Yatırım Riskinden Korunma Amaçlılar,13.3 Hedging For Net Investments Risk in Abroad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AN,XIV. MADDİ DURAN VARLIKLAR (Net),XIV. PROPERTY AND EQUIPMENT (Net),1869719000,1896056802,4318523663,4350246425,4330035577,4299065809,4312009712,4384319170,4282325934,4414668943,4458712613,4449191685,4400482049,4441522742,5107439756,5130275585,6600323577,6567733821,6518735188,6462547612,6566032834,6609898505,6510313251,6610259169,6709063873,6748333755,8424745726,8699849560,9071246786,9204657386,9657834026,17196927364,19149455021,19535287558,19977485027,34230744923,36012291785,37124104451,38593670688,53679174585,53997628203,60869764956,62216195340,ISCTR
1AO,XV. MADDİ OLMAYAN DURAN VARLIKLAR (Net),XV. INTANGIBLE ASSETS (Net),350808373,353353354,366233258,353905350,345032416,347164400,342213438,374189198,601801494,560680802,570294730,557411826,537167978,520120105,537898972,623289333,606487459,622330340,840291708,913506259,1026712312,1111848675,1162554295,1330837007,1352042944,1430637708,1506068482,1750106900,1952993141,2122475633,2927666217,3514428783,3957511251,4412013706,5225147730,6398646322,6730444923,7705778753,9202310957,11318666418,11900469719,13248979101,16611611066,ISCTR
1AOA,15.1 Şerefiye,17.1 Goodwill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AOB,15.2 Diğer,17.2 Other,350808373,353353354,366233258,353905350,345032416,347164400,342213438,374189198,601801494,560680802,570294730,557411826,537167978,520120105,537898972,623289333,606487459,622330340,840291708,913506259,1026712312,1111848675,1162554295,1330837007,1352042944,1430637708,1506068482,1750106900,1952993141,2122475633,2927666217,3514428783,3957511251,4412013706,5225147730,6398646322,6730444923,7705778753,9202310957,11318666418,11900469719,13248979101,16611611066,ISCTR
1AP,XVI. YATIRIM AMAÇLI GAYRİMENKULLER (Net),XVI. REAL ESTATES FOR INVESTMENT PURPOSE (Net),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AR,XVII. VERGİ VARLIĞI,XVII. TAX ASSETS,527399051,556913830,509664184,474706445,581887643,618038372,476804430,515895137,462855534,515523140,398881013,508965189,907582204,976537688,1222593845,1492894821,1646827669,1835692254,1996230052,1831102507,2016836898,2908870218,2653696129,3420483739,3816378551,4115459654,3360614918,2557606931,5162011514,3562041314,900814298,0,0,2291542250,278715666,12090001492,15440157472,23658114610,29330487803,28969387237,33218819137,33218872137,33894491327,ISCTR
1ARA,17.1 Cari Vergi Varlığı,17.1 Current Tax Assets,0,0,96168280,0,0,0,0,0,0,0,0,0,0,38507712,58972558,0,0,0,0,0,0,0,249137134,0,0,0,0,0,0,3076311771,0,0,0,2291542250,0,0,0,0,0,0,29147965,0,0,ISCTR
1ARB,17.2 Ertelenmiş Vergi Varlığı,17.2 Deferred Tax Assets,527399051,556913830,413495904,474706445,581887643,618038372,476804430,515895137,462855534,515523140,398881013,508965189,907582204,938029976,1163621287,1492894821,1646827669,1835692254,1996230052,1831102507,2016836898,2908870218,2404558995,3420483739,3816378551,4115459654,3360614918,2557606931,5162011514,485729543,900814298,0,0,0,278715666,12090001492,15440157472,23658114610,29330487803,28969387237,33189671172,33218872137,33894491327,ISCTR
1AS,XVIII. SATIŞ AMAÇLI  FAALİYETLERE İLİŞKİN DUV,XVIII. PROPERTY AND EQU. OPER.(Net),63531524,46893649,45569659,42928679,50455622,49335631,60641546,79930401,89135333,97660269,106489203,155918832,176079682,197548521,205782459,243348178,274901942,303164730,1092672818,1102177693,1126650564,1084289881,983471636,1220090340,1192842421,1166410501,816805550,827632007,389659831,1567427298,1590229229,1600623079,1586475096,1582465101,1549113141,1540592151,1530725163,1534556159,1536258156,29673964,25612969,27469967,83429900,ISCTR
1ASA,18.1 Satış Amaçlı,18.1 Held For Sale Purpose,63531524,46893649,45569659,42928679,50455622,49335631,60641546,79930401,89135333,97660269,106489203,155918832,176079682,197548521,205782459,243348178,274901942,303164730,1092672818,1102177693,1126650564,1084289881,983471636,1220090340,1192842421,1166410501,816805550,827632007,389659831,1567427298,1590229229,1600623079,1586475096,1582465101,1549113141,1540592151,1530725163,1534556159,1536258156,29673964,25612969,27469967,83429900,ISCTR
1ASB,18.2 Durdurulan Faaliyetlere İlişkin,18.2 Held From Terminated Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
1AT,XIX. DİĞER AKTİFLER,XIX. OTHER ASSETS,1982826153,2594822570,3656745618,3954060392,4407291998,5178406224,4425772860,3646946692,4808939991,5268547549,4078845458,4751346422,4574752744,5720368166,8336738575,9341874048,7217174958,8309765777,8545516011,6586479241,10047672763,10601248618,12643494326,9799174602,11094824715,11415460754,11905815282,14933035080,18138191585,24574714276,30134509596,39235204918,46462526245,114553888535,60711205146,62886606536,66991777610,71274973470,76774831870,67826254608,82994002407,89938588074,97930510483,ISCTR
1Z,AKTİF TOPLAMI,TOTAL ASSETS,252928656078,268269481207,279939486822,275715519451,276017903187,288279431373,292879475928,311623579573,333446212165,340507801288,346436773892,362240820552,370924361530,398336557268,444330982864,416384486126,425978643285,432777079379,434741252671,468058066822,511921686747,546634658817,597181427324,593900650293,630843865463,661616790144,700234765289,926567912117,1006886060333,1145804513576,1290951405134,1408320978013,1575040437949,1945930988880,2078619659653,2453780354460,2666033172756,2886227281523,3197227266323,3323772448468,3676738527908,3975553726330,4220635810231,ISCTR
2A,I. MEVDUAT,I. DEPOSITS,144361799023,151884104697,155987210973,153801274341,157794157442,163602736948,166115325134,177358647944,191449355433,191287664644,193964939597,203750506323,206898811748,219100057386,243036982147,245267009448,253758139867,258849686742,264019904027,295921114234,308025523515,336555240885,372453502080,368875384371,382066247798,415604242184,440127109615,595627661246,667201487390,737166891493,837728424807,931076171707,1038322207012,1265440932469,1459770628273,1662176699386,1748754395492,1848699731558,2050377765544,2127114633459,2440936275873,2631293255444,2850507285387,ISCTR
2AA,1.1 Bankanın Dahil Olduğu Risk Grubunun Mevduatı,1.1 Deposits Held By The Bank's Risk Group,4842912736,5477546984,5582822196,5918611682,5844408237,5895016858,5109844738,6282753955,6466349580,5678979476,4419518907,5713893215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
2AB,1.2 Diğer,1.2 Other,139518886287,146406557712,150404388777,147882662659,151949749205,157707720090,161005480396,171075893989,184983005853,185608685168,189545420690,198036613108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
2B,II. ALIM SATIM AMAÇLI TÜREV FİNANSAL BORÇLAR,II. TRADING DERIVATIVE FINANCIAL LIABILITIES,903317236,794918048,1131097530,927967051,1231861776,1348742901,807783951,799577013,938871970,983919632,758139323,1293018318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISCTR
2C,III. ALINAN KREDİLER,III. FUNDS BORROWED,25437271527,26953250175,30252526470,28408286280,28145873245,28128974371,24953111152,30884465738,32840335093,31886791233,32672556349,38424148281,40385467595,45462124581,50300043355,44792232597,45972691758,43053792615,40352630841,40250512248,43920133127,43261979056,45921462142,40431223706,44874484376,46899381301,45793646619,65651347218,69105558683,70126342620,78696872909,71455240254,69585133498,89391462730,95528162366,120765965081,132645311825,169148643021,186959839648,211092845688,265382813540,218520578775,225275017670,ISCTR
