FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6
4BEB,Net YPP (Hedge Dahil),Net YPP (Hedge Dahil),TRENJ,131376754,37940081,12664079,71708543,201016602,189677943,143746601,73362611,-4950586,-90878984,-9826289,-10818892,-16578387,-11076114,-5113800,-23594568,-12546890,-13874991,-8106784,-3650717,910202,-2092001
4C,İşletme Faaliyetlerinden Kaynaklanan Net Nakit,Net Cash from Operations,TRENJ,56644417,117676211,154289537,191116675,71319720,129668803,183590040,266208537,26312974,12733744,76791437,134366690,11517704,26136661,8070155,-64710356,185239918,50636062,91392379,35672960,115268203,99080635
4CA,Düzeltme Öncesi Kar,Earnings Before Adjustments,TRENJ,60733751,128506931,204041847,240983877,96022139,186277110,240769060,326247220,70522359,109903693,182287036,-222414121,-26720765,13681108,-106091577,35153609,-20163679,-20870927,-25484139,-27291148,7492754,43097187
4CAA,Düzeltmeler:,Adjustments:,TRENJ,31863272,44749404,76752311,94258666,538007,-2165065,23819069,64115815,-4861985,-251502,-2316578,605911797,15441712,10701583,166411897,25267646,95615622,106722361,106385967,34546157,38900811,36332758
4CAB,Amortisman & İtfa Payları,Depreciation & Amortisation,TRENJ,8071874,14752118,26904819,33801705,5282032,11230785,17792886,26489987,5193989,10787361,14796651,67761437,13740192,25336744,33962141,51897735,17353801,37886145,33388569,48562339,5352400,11683738
4CAC,Karşılıklardaki Değişim,Change in Provisions,TRENJ,15713963,24129000,40026839,50876374,15805178,3898943,41915017,54518773,9982259,35418324,43618576,74499380,3912469,31585378,42652100,45130135,20188775,43980586,42709727,63925695,17232878,22077903
4CAD,Diğer Gelir/ Gider,Other Income / Expense,TRENJ,8077434,5868286,9820652,9580586,-20549203,-17294793,-35888834,-16892945,-20038233,-46457187,-60731805,463650980,-127612357,-248631015,-261981536,-486841550,-17533191,-101934007,-97483829,-202671560,-25392313,-50633552
4CAE,İşletme Sermayesinde Değişikler Öncesi Faaliyet Karı (+),Operating Profit Before Changes in Working Capital (+),TRENJ,92597022,173256335,280794158,335242542,96560146,184112045,264588129,390363035,65660375,109652192,179970458,383497676,-11279053,24382692,60320320,60421255,75451943,85851434,80901828,7255010,46393564,79429945
4CAF,İşletme Sermayesindeki Değişiklikler,Change in Working Capital,TRENJ,-31015150,-28217834,-65016440,-61211705,-6984641,-27730757,7708939,-20873497,-11796155,-48320273,-20264400,-54496384,24396233,29731514,22081131,-42899154,115613444,572799,60374411,96125044,78207434,45902858
4CAG,Esas Faaliyet ile İlgili Oluşan Nakit (+),Cash from Core Operations (+),TRENJ,61581872,145038501,215777718,274030838,89575505,156381287,272297068,369489539,53864220,61331918,159706058,329001293,13117180,54114206,82401451,17522101,191065387,86424232,141276239,103380053,124600998,125332803
4CAH,Diğer İşletme Faaliyetlerinden Nakit,Cash from Other Operations,TRENJ,-4937455,-27362290,-61488180,-82914163,-18255785,-26712484,-88707027,-103281002,-27551246,-48598174,-82914621,-194634602,-1599475,-27977545,-74331296,-82232457,-5825470,-35788170,-49883860,-67707093,-9332795,-26252169
4CAI,Sabit Sermaye Yatırımları,Capital Expenditures (CapEx),TRENJ,-9016485,-22433343,-33249480,-43072368,-10829286,-40587686,-88018846,-69497576,-5618532,-13196980,-21174341,-44483510,-2193748,-14700208,-39090716,-61433990,-26875247,-53791341,-100708024,-149937374,-26089445,-44672484
4CAJ,Diğer Yatırım Faaliyetlerinden Nakit,Cash from Other Investment Operations,TRENJ,25283215,42599433,56000601,76652090,40801178,78564162,111469701,136741296,-300128127,-394579201,-479162289,-1004864715,131565951,108452443,240773690,330734892,-77891025,86690092,144436927,182470987,-36021843,59805747
4CAK,Yatırım Faaliyetlerinden Kaynaklanan Nakit,Cash from Investment Operations,TRENJ,16266731,20166089,22751121,33579722,29971892,37976477,23450855,67243720,-305746659,-407776181,-500336630,-1049348225,129372203,93752234,201682974,269300901,-104766273,32898751,43728903,32533614,-62111287,15133262
4CB,Serbest Nakit Akım,Free Cash Flow,TRENJ,72911148,137842300,177040658,224696396,101291612,167645280,207040895,333452256,-279433685,-395042437,-423545192,-914981535,140889908,119888895,209753129,204590545,80473645,83534813,135121283,68206574,53156915,114213897
4CBA,Finansal Borçlardaki Değişim,Change in Financial Debt,TRENJ,0,0,0,0,0,0,0,0,0,0,0,0,21537925,31385941,25134067,21155686,-17099315,-16371265,-11875341,-12895555,0,0
4CBB,Temettü Ödemeleri,Dividends Paid,TRENJ,0,0,0,0,0,0,0,0,0,0,-88183855,-160045277,0,0,-52991867,-50784825,0,0,0,0,0,0
4CBC,Sermaye Artırımı,Rights Issue,TRENJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CBD,Diğer Finansman Faaliyetlerinden Nakit,Cash from Other Financial Operations,TRENJ,-466745,-949216,-1371746,-1925566,-136392,-1031201,-1649315,-332432,-453528,-858760,-1196622,-2688051,-81325964,-133091134,-127314784,-128288792,-37322037,-45350363,-38034882,-47193267,-42449,-105352
4CBE,Finansman Faaliyetlerden Kaynaklanan Nakit,Cash from Financial Operations,TRENJ,-466745,-949216,-1371746,-1925566,-136392,-1031201,-1649315,-332432,-453528,-858760,-89380477,-162733329,-59788039,-101705193,-155172583,-157917932,-54421351,-61721628,-49910223,-60088822,-42449,-105352
4CBF,Yab. Para Çev. Fark. Etk. Önc.Nak.Ve Nak. Benz. Net Artış/Azalış,Cash Net Inc. / Dec. before For.Cur. Trans. Dif.,TRENJ,72444403,136893084,175668912,222770830,101155220,166614079,205391580,333119825,-279887213,-395901196,-512925669,-1077714863,81101869,18183702,54580545,46672613,26052294,7909606,85211059,8117751,53114467,102338982
4CBG,Yab.ı Para Çevrim Fark. Nakit Ve Nakit Benz. Üzerindeki Etkisi,Foreign Curr. Trans.Diff.Cash and Cash Benz. Imp.,TRENJ,0,0,0,0,0,0,0,0,0,0,0,-359234496,0,0,0,0,0,0,0,0,0,0
4CBH,Diğer Nakit Girişi/Çıkışı,Other Cash Inflow/Outflow,TRENJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CBI,Nakit ve Benzerlerindeki Değişim,Change in Cash & Cash Equivalents,TRENJ,72444403,136893084,175668912,222770830,101155220,166614079,205391580,333119825,-279887213,-395901196,-512925669,-1436949359,81101869,18183702,54580545,46672613,26052294,7909606,85211059,8117751,53114467,102338982
4CBJ,Diğer Nakit ve Nakit Benzerlerindeki Artış,Other Cash & Cash Equivalents Change,TRENJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CBK,Dönem Başı Nakit Değerler,Cash at the beginning of the Quarter,TRENJ,752297125,709876812,683061220,654576115,832614149,781460800,760811768,690811685,654042895,613890705,574289216,1488773400,52438921,54241978,52731990,52172070,54854937,56933464,44981939,54766357,30769123,31548734
4CBL,Dönem Sonu Nakit,Cash at the End of the Quarter,TRENJ,824741528,846769897,858730132,877346945,933769369,948074879,966203348,1023931510,374155682,217989508,61363547,51824041,125689440,60004622,76835828,64756729,72828659,64843070,112359882,35220294,78910137,133887717
