FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6
1AK,Duran Varlıklar,LONG TERM ASSETS,KOZAA,221676062,234070454,231142644,219416901,207559946,256214308,262711338,189303902,213887953,190164156,140782230,572465086,148046675,143313194,212356742,725741998,533352162,539814507,565763066,688116986,592930879,621254810
1B,Ticari Alacaklar,Trade Receivables,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BB,Diğer Alacaklar,Other Receivables,KOZAA,270303,17428050,15887307,17696665,17388860,17904760,18592951,13061110,12445733,209030,192054,312513,187463,20191692,24320973,38289869,28403610,33765360,43558078,11832152,8095296,1432242
1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BC,Finansal Yatırımlar,Financial Investments,KOZAA,40692395,39944424,35658237,42016091,37478779,31996113,31465175,21952820,59293893,52395964,15342306,97527760,15062436,10286746,15130898,116035102,91363392,94326827,78178629,91321437,78927887,72793250
1BD,Özkaynak Yöntemiyle Değerlenen Yatırımlar,Investments with Equity Method,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BE,Canlı Varlıklar,Long-Term Live Assets,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BF,Yatırım Amaçlı Gayrimenkuller,Real Estate Investments,KOZAA,32363291,30986070,29497695,30568838,27161303,26009039,25163640,16616640,15021721,13102136,11703365,88772101,5795036,4261102,3983920,43099931,31033435,32782885,34032795,86325035,49077225,49029071
1BFA,Stoklar,Stoklar,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BFAA,Kullanım Hakkı Varlıkları,None,KOZAA,2469650,2138429,1617908,1808764,1434874,5158293,5040418,3278514,2594060,1927040,1412347,4480621,1383483,830705,629877,1047902,472798,374179,311417,259038,170007,78619
1BG,Maddi Duran Varlıklar,Tangible Fixed Assets,KOZAA,97368381,100528189,88289640,94420063,89191924,139237802,144215639,105851719,97270024,89708832,83885598,320305360,89657022,72530808,79368592,320642427,240566758,235638507,272978337,348092950,327841528,373233791
1BGA,Şerefiye,Goodwill,KOZAA,2342171,2248560,1984883,1511160,1346633,1291643,1262803,841159,765984,672921,605430,5085042,585372,434178,409538,4663240,3388677,3612982,3785885,0,0,0
1BH,Maddi Olmayan Duran Varlıklar,Intangible Fixed Assets,KOZAA,194181,150098,105328,159027,372866,353040,348642,302030,261875,226763,191892,437433,328803,319062,261066,624625,2106383,1875215,1497608,1292584,993902,830018
1BJ,Ertelenmiş Vergi Varlığı,Long Term Deffered Tax Assets,KOZAA,21563321,21135147,18802246,19400756,20729546,21505307,22583282,16440950,17052545,15175060,14280270,0,17656375,16747998,16594436,75360666,42705110,67755289,60862605,66319555,60873481,64248475
1BK,Diğer Duran Varlıklar,Other Long-Term Assets,KOZAA,24412368,19511487,39299400,11835538,12455160,12758311,14038788,10958961,9182119,16746408,13168967,55544256,17390686,17710904,71657442,125978238,93312000,69683263,70557712,82674234,66951554,59609343
1BL,TOPLAM VARLIKLAR,TOTAL ASSETS,KOZAA,1084086758,1111943695,1060364657,1162065064,1141618670,1195288929,1219657654,919760728,903744263,833403609,748168509,1589681721,836615141,667930892,656015496,1325961046,942356169,977088882,1028846076,1171931495,1054519912,1088357145
1BM,KAYNAKLAR,LIABILITIES,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A,Kısa Vadeli Yükümlülükler,SHORT TERM LIABILITIES,KOZAA,75455443,75298957,74202441,90593459,101058052,107693856,104397212,89420879,78554711,68403669,70698088,101695654,101927371,84428673,73606432,102493888,81464432,66364728,58226900,71803202,69171797,64360677
2AA,Finansal Borçlar,Short-Term Financial Loans,KOZAA,899643,774998,499215,787601,709764,2095125,2198775,1501086,1586661,1371005,1222719,1768791,13591032,14621564,14069277,19163007,121631,197413,146917,822308,613924,551411
2AAG,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AAGAA,Ticari Borçlar,Short-Term Trade Payables,KOZAA,10954798,10012107,12162190,14766908,12744581,19089916,16809264,16154872,11337334,12040931,10597021,15140455,12406216,6045629,10531612,16045139,12137486,7015657,8828465,7419783,8591811,19284092
2AAGAB,Diğer Borçlar,Other Short-Term Loans,KOZAA,3684722,2826052,2460277,2686372,2574214,2350533,2174940,1466487,1232857,1274189,986842,8406684,22366452,24158201,4490812,2982100,10892881,18234044,2198347,5855088,2575376,5793798
2AAGAC,Müşteri Söz. Doğan Yük.,None,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AAGB,Finans Sektörü Faaliyetlerinden Borçlar,Short-Term Loans from Financial Operations,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AAGC,Devlet Teşvik ve Yardımları,Short-Term Government Promotions and Aids,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AAGCA,Ertelenmiş Gelirler (Müşteri Söz. Doğan Yük. Dış.Kal.),None,KOZAA,123680,251331,85241,72248,239785,373624,89381,97506,128278,124495,70127,190369,175216,536576,76825,357631,326463,38497,4047188,1044704,2240251,19366
2AAGD,Dönem Karı Vergi Yükümlülüğü,Taxation Liabilities on Income (-),KOZAA,18101649,14456276,18765806,16078007,21827163,31084074,20244308,31929978,20637501,13313922,15264364,3426489,8950062,9740429,10006490,10086907,14169820,63645,2539106,542076,926872,2455667
2AAGE,Borç Karşılıkları,Short-Term Provisions,KOZAA,39184380,44384217,37589297,52345446,60188951,48829103,58949800,36223096,40491629,37581988,39783960,68202594,40653853,24770348,30385729,46414536,38808389,32369113,35272376,49101371,48929129,31096216
2AAGF,Diğer Kısa Vadeli Yükümlülükler,Other Short-Term Liabilities,KOZAA,2506571,2593976,2640416,3856876,2773595,3871480,3930744,2047854,3140451,2697137,2773055,4560271,3784540,4555927,4045687,7444568,5007760,4840217,5194500,7017872,5294433,5160126
2AAGG,(Ara Toplam),(Subtotal),KOZAA,75455443,75298957,74202441,90593459,101058052,107693856,104397212,89420879,78554711,68403669,70698088,101695654,101927371,84428673,73606432,102493888,81464432,62758588,58226900,71803202,69171797,64360677
2AAGH,Satış Amaçlı Elde Tutulan Duran Varlıklara İlişkin Yükümlülükler,Liabilities on Assets to be Sold,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3606140,0,0,0,0
2B,Uzun Vadeli Yükümlülükler,LONG TERM LIABILITIES,KOZAA,31401048,31352053,29015477,28185585,26110445,27499626,24278149,31753913,31484366,29328996,27389137,72232703,31291393,28122352,26806425,32635353,30418630,31921041,32084458,36167208,36011572,35834539
2BA,Finansal Borçlar,Long-Term Financial Loans,KOZAA,1777710,1603676,1320852,1296971,989833,3898734,3257968,2170224,1386027,890219,491157,1346413,591678,367304,297893,306768,273779,85388,82147,44202,35392,21576
2BB,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BBA,Ticari Borçlar,Long-Term Trade Payables,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BBB,Diğer Borçlar,Other Long-Term Loans,KOZAA,5436603,5480709,5520847,5423197,5481489,5624030,5591770,5430465,5673611,5483842,5654939,9031764,5479263,5481337,5481368,7913893,5481332,5481355,5476369,6384983,5481330,0
2BBBA,Müşteri Söz.Doğan Yük.,None,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BC,Finans Sektörü Faaliyetlerinden Borçlar,Long-Term Loans from Financial Operations,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BD,Devlet Teşvik ve Yardımları,Long-Term Government Promotions and Aids,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BDA,Ertelenmiş Gelirler (Müşteri Söz.Doğan Yük. Dış.Kal.),None,KOZAA,0,0,0,0,0,0,0,0,546,0,0,427,12456,9277,0,16751,0,0,0,0,0,0
2BE,Uzun vadeli karşılıklar,Long-Term Provisions,KOZAA,24186736,24232368,22152919,21431781,19639123,17976863,15428411,24153224,24424182,22954456,21243040,35235800,25207997,22264434,21027164,23289852,21849330,26354298,26245330,29738024,30494850,35812963
2BF,Çalışanlara Sağlanan Faydalara İliş.Karş.,Provisions for Retirment Pay,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BG,Ertelenmiş Vergi Yükümlülüğü,Deferred Tax Liabilities,KOZAA,0,35300,20860,33635,0,0,0,0,0,479,0,26618300,0,0,0,1108090,2814189,0,280611,0,0,0
2BH,Diğer Uzun Vadeli Yükümlülükler,Other Long-Term Liabilities,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2N,Özkaynaklar,SHAREHOLDERS EQUITY,KOZAA,977230267,1005292685,957146738,1043286020,1014450173,1060095447,1090982292,798585936,793705186,735670944,650081285,1415753363,703396377,555379867,555602640,1190831805,830473108,878803113,938534718,1063961085,949336544,988161929
2O,Ana Ortaklığa Ait Özkaynaklar,Parent Shareholders Capital,KOZAA,459884373,470741448,443886843,480450173,469073350,493478191,504769802,361724931,356448665,327715231,323098032,728746583,342753468,272117466,281759316,645010020,449595283,476625878,452789205,547945393,509192070,528538269
2OA,Ödenmiş Sermaye,Share Capital,KOZAA,58965281,56608562,49970384,52212520,46527911,44627928,43631458,29063132,26465714,23250297,20918387,20717489,20225352,15001392,14150077,13159135,11998664,11801017,11353178,10980144,10257522,9747717
2OC,Karşılıklı İştirak Sermayesi Düzeltmesi (-),Adjustments to Share Capital,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,-23865842,-22295165,-21029935,-9480762,-10917214,-11773163,-12336663,-14793515,-10935462,-12370744
2OCA,Hisse Senedi İhraç Primleri,Premium in Excess of Par,KOZAA,0,0,0,0,33930,0,0,0,19300,0,15254,1527760,14749,10939,10319,1401057,1018099,1085500,1137453,1363987,1274869,1284298
2OCB,Değer Artış Fonları,Market Value Surpluses,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2OCC,Yabancı Para Çevrim Farkları,FX Translation Differences,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2OCD,Kardan Ayrılan Kısıtlanmış Yedekler,Income Reserves,KOZAA,14271519,13701116,12094461,0,11261270,10801412,10560234,7034225,6405565,5627329,19242027,59742686,18604530,13799208,24414023,104403061,84978017,92254381,97514605,117337587,109396649,110204132
2OCE,Geçmiş Yıllar Kar/Zararları,Retained Earnings /(Acc. Losses),KOZAA,364246600,349688425,308682367,322532727,371283330,356121851,348170218,231917921,297068708,260976731,221257540,542481582,297326322,221151081,196678772,326544574,236023263,248476462,258679207,309391146,228549838,230244271
2OCF,Dönem Net Kar/Zararı,Current Year Income /(Losses),KOZAA,23389805,51941361,74042518,94112637,41083349,83007739,103229411,94305924,27374024,38882119,63033295,-97877803,32465212,46949044,69839641,17787178,-9693633,-11031433,-57645462,-63408137,6738252,23140906
2OD,Diğer Özsermaye Kalemleri,Other Sholders Equity Items,KOZAA,-988832,-1198016,-902887,11592288,-1116440,-1080739,-821519,-596271,-884646,-1021244,-1368470,202154869,-2016854,-2499034,-2303581,191195776,136188087,145813114,154086887,185243360,163910403,166287689
2ODA,Azınlık Payları,Minority Interests,KOZAA,517345894,534551236,513259895,562835847,545376822,566617256,586212491,436861005,437256521,407955714,326983253,687006780,360642909,283262401,273843324,545821785,380877824,402177234,485745513,516015693,440144474,459623660
2ODB,TOPLAM KAYNAKLAR,TOTAL LIABILITIES AND S.HOLDERS EQUITY,KOZAA,1084086758,1111943695,1060364657,1162065064,1141618670,1195288929,1219657654,919760728,903744263,833403609,748168509,1589681721,836615141,667930892,656015496,1325961046,942356169,977088882,1028846076,1171931495,1054519912,1088357145
3B,Sürdürülen Faaliyetler,Continuing Operations,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C,Satış Gelirleri,Net Sales,KOZAA,117086084,224566145,351397517,473398189,118475569,258643675,365919094,464943218,104716851,187031239,301551580,697631449,169719048,296598602,443001869,520883592,134321652,231153856,244998420,327847769,121282430,207208103
3CA,Satışların Maliyeti (-),Cost Of Sales,KOZAA,-44904327,-79843073,-119490420,-180408098,-48600258,-86487019,-133781731,-183607533,-37653167,-72763752,-119563040,-313412317,-149923239,-236650797,-311523511,-319033039,-93396854,-162548492,-159963352,-224457706,-86297390,-133168952
3CAA,Ticari Faaliyetlerden Diğer Kar (Zarar),Other Profit (Loss) from Trade Operations,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAB,Ticari Faaliyetlerden Brüt Kar (Zarar),Gross Profit (Loss) from Trade Operations,KOZAA,72181757,144723073,231907096,292990091,69875311,172156656,232137363,281335685,67063684,114267487,181988540,384219132,19795810,59947806,131478359,201850553,40924798,68605364,85035068,103390062,34985040,74039152
3CAC,"Faiz, Ücret, Prim, Komisyon ve Diğer Gelirler","Proceeds from Interest, Fee, Premium, Commission and Other",KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAD,"Faiz, Ücret, Prim, Komisyon ve Diğer Giderler (-)","Expenses from Interest, Fee, Premium, Commission and Other",KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAE,Finans Sektörü Faaliyetlerinden Diğer Kar (Zarar),Other Profit (Loss) from Financial Operations,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAF,Finans Sektörü Faaliyetlerinden Brüt Kar (Zarar),Gross Profit (Loss) from Financial Operations,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CB,Diğer Gelir ve Giderler,Other Income (Expenses),KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3D,BRÜT KAR (ZARAR),GROSS PROFIT (LOSS),KOZAA,72181757,144723073,231907096,292990091,69875311,172156656,232137363,281335685,67063684,114267487,181988540,384219132,19795810,59947806,131478359,201850553,40924798,68605364,85035068,103390062,34985040,74039152
3DA,"Pazarlama, Satış ve Dağıtım Giderleri (-)",Marketing Selling & Distrib. Expenses (-),KOZAA,-273276,-599683,-1026657,-1204688,-257795,-494814,-765798,-926147,-504269,-2607381,-3219166,-7635385,-198479,-7866649,-6937850,-6824423,-184655,-3696296,-4303872,-6629887,-916877,-3920769
3DB,Genel Yönetim Giderleri (-),General Administrative Expenses (-),KOZAA,-7561137,-15685902,-24739990,-37456467,-11512734,-36592543,-28422122,-31572369,-4959317,-11891509,-18162551,-51094099,-21240842,-30226746,-46407548,-59191595,-11363669,-23060579,-27053841,-38209261,-9952339,-20269892
3DC,Araştırma ve Geliştirme Giderleri (-),Research & Development Expenses (-),KOZAA,-6521836,-7837396,-11643658,-18688177,-8139925,-16173983,-25611278,-33129095,-6966232,-9279225,-12404349,-32549001,-15799344,-24789392,-32196562,-37387527,-13103374,-21253763,-21797398,-38619123,-10184717,-19835143
3DD,Diğer Faaliyet Gelirleri,Income from Other Operations,KOZAA,5891551,9288148,12679521,6511947,908968,14871547,15149860,31122405,6027043,10988280,11432699,24256319,1543001,5240241,7000510,8588610,3147825,4159803,4022893,8652511,1025329,9473099
3DE,Diğer Faaliyet Giderleri (-),Expenses from Other Operations (-),KOZAA,-7310429,-10603717,-10510832,-13144847,-758936,-1661125,-22569188,-23210601,-3659997,-25796173,-32702998,-62574079,-33747607,-60710502,-62618447,-91647178,-9202975,-20941606,-18867379,-48865939,-3451899,-10016908
3DEA,Faaliyet Karı Öncesi Diğer Gelir ve Giderler,Other Income (Expenses) Before Operating Profits,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3DF,FAALİYET KARI (ZARARI),OPERATING PROFITS,KOZAA,56406629,119284523,196665481,229007859,50114889,132105737,169918838,223619877,57000911,75681479,126932176,254622887,-49647461,-58405243,-9681537,15388441,10217949,3812924,17035471,-20281637,11504537,29469539
3H,Net Faaliyet Kar/Zararı,Net Operating Profits,KOZAA,57825508,120600092,194496791,235640759,49964857,118895316,177338166,215708073,54633864,90489372,148202475,292940648,-17442856,-2934981,45936399,98447008,16273099,20594727,31879957,19931791,13931107,30013348
3HA,Yatırım Faaliyetlerinden Gelirler,None,KOZAA,28882744,50102882,70727348,91385827,68045087,108873555,146761296,220802108,33867210,73780909,111744150,265867238,148986842,280740159,329537738,438471560,52180071,97135944,137121902,227290224,14024803,60303029
3HAA,Yatırım Faaliyetlerinden Giderler (-),None,KOZAA,-612787,-578233,-556390,-533188,0,0,0,0,-3442072,-9794252,-11556119,0,0,0,0,0,0,-621436,-450774,-6167567,-2648,-260807
3HAB,Diğer Gelir ve Giderler,None,KOZAA,0,0,0,0,0,0,0,-674275,-379168,224363,302140,553837,2541,11464,7703,36007,0,8633,6196,12245,0,0
3HAC,Özkaynak Yöntemiyle Değerlenen Yatırımların Kar/Zararlarındaki Paylar,Profit (Loss) from Subsidiaries,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3HACA,Finansman Gideri Öncesi Faaliyet Karı/Zararı,None,KOZAA,84676587,168809172,266836438,319860499,118159976,240979292,316680135,443747710,87046881,139892499,227422347,521043961,99341921,222346380,319863904,453896008,62398019,100336065,153712794,200853265,25526692,89511761
3HB,(Esas Faaliyet Dışı) Finansal Gelirler,Financial Income (from Other Operations),KOZAA,0,0,0,1407604,0,0,0,0,-309389,0,325517,0,0,0,0,0,0,0,0,0,0,0
3HC,(Esas Faaliyet Dışı) Finansal Giderler (-),Financial Expenses (from Other Operations) (-),KOZAA,0,0,-6088,0,0,0,-664119,-1270904,-189226,-177610,0,-624317804,-118227216,-173079957,-357697444,-471637006,-48716003,-129046425,-197693494,-243201613,-13302765,-42092298
3HCA,Vergi Öncesi Diğer Gelir ve Giderler,Other Income (Expenses) Before Tax,KOZAA,28269958,49524649,70170958,90852640,68045087,108873555,146761296,220127833,30045970,64211020,100490172,266421074,148989382,280751623,329545441,438507568,52180071,96523142,136677323,221134901,14022155,60042223
3I,SÜRDÜRÜLEN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),PROFIT BEFORE TAX FROM CONTINUING OPERATIONS,KOZAA,84676587,168809172,266830350,321268103,118159976,240979292,316016016,442476806,86548265,139714890,227747865,-103273843,-18885294,49266424,-37833540,-17740998,13682016,-28710360,-43980700,-42348348,12223927,47419463
3IA,Sürdürülen Faaliyetler Vergi Geliri (Gideri),Taxation on Continuing Operations,KOZAA,-23952649,-40184959,-62726583,-79905146,-22316767,-54998513,-75651326,-116515072,-16109784,-29930902,-45593235,-115073654,-9473583,-31053379,-63825260,52615740,-32577463,6577524,-9918959,-16673262,1089208,-747311
3IB,Dönem Vergi Geliri (Gideri),Taxation on Income (Expenses),KOZAA,-22449220,-39108893,-61891923,-78811592,-26130758,-60330820,-82726377,-124978239,-18128364,-31888704,-47974037,-99619677,-13068328,-41560930,-49767075,-68743840,-11639312,-1677981,-5489188,-4114385,-1083499,-6340192
3IC,Ertelenmiş Vergi Geliri (Gideri),Income (Expenses) of Deferred Tax,KOZAA,-1503429,-1076066,-834660,-1093554,3813991,5332307,7075052,8463167,2018581,1957803,2380802,-15453977,3594744,10507551,-14058185,121359579,-20938151,8255505,-4429771,-12558877,2172707,5592881
3ID,Diğer Vergi Geliri (Gideri),Other Taxation Income (Expenses),KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3J,SÜRDÜRÜLEN FAALİYETLER DÖNEM KARI/ZARARI,PROFIT FROM CONTINUING OPERATIONS,KOZAA,60723938,128624213,204103767,241362957,95843209,185980779,240364690,325961734,70438481,109783988,182154630,-218347497,-28358878,18213045,-101658800,34874741,-18895447,-22132836,-53899659,-59021611,13313135,46672152
3K,DURDURULAN FAALİYETLER,DISCONTINUED OPERATIONS,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3KA,Durdurulan Faaliyetler Vergi Sonrası Dönem Karı (Zararı),Profit After Taxes from Discontinued Operations,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3L,DÖNEM KARI (ZARARI),NET PROFIT AFTER TAXES,KOZAA,60723938,128624213,204103767,241362957,95843209,185980779,240364690,325961734,70438481,109783988,182154630,-218347497,-28358878,18213045,-101658800,34874741,-18895447,-22132836,-53899659,-59021611,13313135,46672152
3LA,Dönem Kar/Zararının Dağılımı,Distrubition of Profit (Loss),KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3LB,Azınlık Payları,Minority Interests,KOZAA,35548496,73673710,118717978,141824495,49568509,94492513,127065392,184869697,41711083,66187900,108668136,-107998666,-11581641,20086958,-33736500,12860505,-4910075,-6639854,7143278,9151955,6281606,22093617
3Z,Ana Ortaklık Payları,Parent Shares,KOZAA,25175442,54950503,85385789,99538461,46274700,91488266,113299298,141092037,28727398,43596088,73486493,-110348830,-16777237,-1873913,-67922300,22014236,-13985371,-15492982,-61042937,-68173566,7031529,24578536
3ZD,Hisse Başına Kazanç,Earnings per Share,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ZE,Seyreltilmiş Hisse Başına Kazanç,Diluted Earnings per Share,KOZAA,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ZF,Sürdürülen Faaliyetlerden Hisse Başına Kazanç,Earnings per Share from Continuing Operations,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ZG,Sürdürülen Faaliyetlerden Seyreltilmiş Hisse Başına Kazanç,Earnings per Share from Discontinued Operations,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4B,Amortisman Giderleri,Depreciation & Amortization,KOZAA,8044563,14693631,26830426,34134823,5359141,11404046,18046959,26849309,5244373,10883488,14932827,68153372,13501064,25266040,33985340,51945283,17374537,37982691,33493649,48607414,5339492,11722822
4BA,Kıdem Tazminatı,Severance Payments,KOZAA,465764,707861,914102,1221052,327882,597351,3915736,1148889,148862,265608,2337127,1153174,288191,365541,1468988,1350566,74999,866519,652354,814260,136420,542315
4BB,Finansman Giderleri,Financial Expenses,KOZAA,0,0,-6088,0,0,0,-664119,-1270904,-189226,-177610,0,-624317804,-118227216,-173079957,-357697444,-471637006,-48716003,-129046425,-197693494,-243201613,-13302765,-42092298
4BC,Yurtiçi Satışlar,Domestic Sales,KOZAA,115848573,222544413,348772519,469463102,116173778,253091211,357888954,454262832,102354672,182286364,295553388,685615206,156572123,295292242,440757800,518440471,133845721,230422402,240071654,315513628,117048888,194559226
4BD,Yurtdışı Satışlar,Export Sales,KOZAA,1220340,1963554,2480963,3668991,2137444,5256386,7486825,10200394,2290039,4771409,6009503,11832613,0,1322067,2163030,2589920,492112,757860,4949597,12388337,4245264,12685400
4BE,Net Yabancı Para Pozisyonu,Net Fx Position,KOZAA,131470463,38051808,12768764,71708543,201016602,188939524,143746601,73409221,-4913013,-94667563,-9711730,-10773872,-17643134,-11031267,-4928476,-23532164,-12512523,-13778508,-8069765,-4043898,12214880,-2065670
4BEA,Parasal net yabancı para varlık/(yükümlülük) pozisyonu,Parasal net yabancı para varlık/(yükümlülük) pozisyonu,KOZAA,131470463,38051808,12768764,71708543,201016602,188939524,143746601,73409221,-4913013,-94667563,-9711730,-10773872,-17643134,-11031267,-4928476,-23532164,-12512523,-13778508,-8069765,-4043898,855010,-2065670
