date,usd_try,usdtry_roc_1d,usdtry_roc_5d,usdtry_roc_20d,usdtry_ma200,usdtry_distance_ma200,usdtry_vol_20d,usdtry_vol_60d,usdtry_vol_regime,eur_try,eurtry_roc_1d,eurtry_roc_5d,eurtry_roc_20d,eur_usd_implied,eur_usd_roc_1d,bist100,bist100_roc_1d,bist100_roc_5d,bist100_roc_20d,bist100_roc_60d,bist100_ma200,bist100_distance_ma200,bist100_vol_20d,bist100_vol_60d,bist100_vol_regime,tcmb_repo,tcmb_rate_change,tcmb_rate_change_5d,tcmb_rate_roc_1d,cpi,cpi_mom,cpi_yoy,m2,m2_mom,m2_yoy,us_cli,us_cli_roc_1d,us_cli_roc_20d,us_cpi,us_cpi_mom,us_cpi_yoy,usdtry_vs_bist100,eurtry_vs_bist100,macro_regime_up,macro_regime_down
2020-02-18,7.8412,0.0,0.0,0.006675910234683835,,,0.0652112118963337,,,9.3868,0.0,0.0,0.006023192506376729,1.197112686833648,0.0,1325.49,0.0,0.0,0.0001509103667876044,,,,0.08445080501737551,,,1613.0,0.0,0.0,0.0,448.02,0.0,0.0,2556911596.0,0.0,0.0,98.7,0.0,-0.002022244691607722,118.6294315,0.0,0.0,0.0,0.0,0,0
2020-02-19,7.8412,0.0,0.0,0.006675910234683835,,,0.0652112118963337,,,9.3868,0.0,0.0,0.006023192506376729,1.197112686833648,0.0,1325.49,0.0,0.0,0.0001509103667876044,,,,0.08445080501737551,,,1613.0,0.0,0.0,0.0,448.02,0.0,0.0,2556911596.0,0.0,0.0,98.7,0.0,-0.002022244691607722,118.6294315,0.0,0.0,0.0,0.0,0,0
2020-02-20,7.8412,0.0,0.0,0.006675910234683835,,,0.0652112118963337,,,9.3868,0.0,0.0,0.006023192506376729,1.197112686833648,0.0,1325.49,0.0,0.0,0.0001509103667876044,,,,0.08445080501737551,,,1613.0,0.0,0.0,0.0,448.02,0.0,0.0,2556911596.0,0.0,0.0,98.7,0.0,-0.002022244691607722,118.6294315,0.0,0.0,0.0,0.0,0,0
2020-02-21,7.8412,0.0,0.0,0.32006734006733994,,,0.0327506172922149,,,9.3868,0.0,0.0,0.40898515483105924,1.197112686833648,0.0,1325.49,0.0,0.0,0.1433340233930236,,,,0.0788757982070764,,,1613.0,0.0,0.0,0.0,448.02,0.0,0.0,2556911596.0,0.0,0.0,98.7,0.0,0.0,118.6294315,0.0,0.0,0.0,0.0,0,0
2020-02-22,7.8412,0.0,0.0,0.32006734006733994,,,0.0327506172922149,,,9.3868,0.0,0.0,0.40898515483105924,1.197112686833648,0.0,1325.49,0.0,0.0,0.1433340233930236,,,,0.0788757982070764,,,1613.0,0.0,0.0,0.0,448.02,0.0,0.0,2556911596.0,0.0,0.0,98.7,0.0,0.0,118.6294315,0.0,0.0,0.0,0.0,0,0
2020-02-23,7.8412,0.0,0.0,0.25944843315825805,,,0.0319051003237548,,,9.3868,0.0,0.0,0.3684977839981336,1.197112686833648,0.0,1325.49,0.0,0.0,0.23519709253564458,,,,0.07642429830589147,,,1613.0,0.0,0.0,0.0,448.02,0.0,0.0,2556911596.0,0.0,0.0,98.7,0.0,0.0,118.6294315,0.0,0.0,0.0,0.0,0,0
2020-02-24,7.8412,0.0,0.0,0.1804058529535737,,,0.029244353829283188,,,9.3868,0.0,0.0,0.2901753807246137,1.197112686833648,0.0,1325.49,0.0,0.0,0.4808124141167007,,,,0.06393748251120651,,,1613.0,0.0,0.0,0.0,448.02,0.0,0.0,2556911596.0,0.0,0.0,98.7,0.0,0.0,118.6294315,0.0,0.0,0.0,0.0,0,0
2020-02-25,7.8412,0.0,0.0,0.1804058529535737,,,0.029244353829283188,,,9.3868,0.0,0.0,0.2901753807246137,1.197112686833648,0.0,1325.49,0.0,0.0,0.4808124141167007,,,,0.06393748251120651,,,1613.0,0.0,0.0,0.0,448.02,0.0,0.0,2556911596.0,0.0,0.0,98.7,0.0,0.0,118.6294315,0.0,0.0,0.0,0.0,0,0
2020-02-26,7.8412,0.0,0.0,0.15211801525147295,,,0.029059677858938152,,,9.3868,0.0,0.0,0.23960699381966077,1.197112686833648,0.0,1325.49,0.0,0.0,0.22620424248591542,,,,0.0466633266527545,,,1613.0,0.0,0.0,0.0,448.02,0.0,0.0,2556911596.0,0.0,0.0,98.7,0.0,0.0,118.6294315,0.0,0.0,0.0,0.0,0,0
2020-02-27,7.8412,0.0,0.0,0.14583820434884265,,,0.029105492837388752,,,9.3868,0.0,0.0,0.22265350248782134,1.197112686833648,0.0,1325.49,0.0,0.0,0.13378896226092318,,,,0.043664005736239235,,,1613.0,0.0,0.0,0.0,448.02,0.0,0.0,2556911596.0,0.0,0.0,98.7,0.0,0.0,118.6294315,0.0,0.0,0.0,0.0,0,0
2020-02-28,7.8412,0.0,0.0,0.14583820434884265,,,0.029105492837388752,,,9.3868,0.0,0.0,0.22265350248782134,1.197112686833648,0.0,1325.49,0.0,0.0,0.13378896226092318,,,,0.043664005736239235,,,1613.0,0.0,0.0,0.0,448.02,0.0,0.0,2556911596.0,0.0,0.0,98.7,0.0,0.0,118.6294315,0.0,0.0,0.0,0.0,0,0
2020-02-29,7.8412,0.0,0.0,0.06797782650740247,,,0.024674461572155835,,,9.3868,0.0,0.0,0.0669364280112299,1.197112686833648,0.0,1325.49,0.0,0.0,0.22287828325229952,,,,0.03947751062804585,,,1613.0,0.0,0.0,0.0,448.02,0.0,0.0,2556911596.0,0.0,0.0,98.7,0.0,0.0,118.6294315,0.0,0.0,0.0,0.0,0,0
