symbol,date,score,rank,percentile,bucket,signal
CLEBI,2025-11-17,0.36665075736341907,58,0.4864864864864865,4,HOLD
CCOLA,2025-11-17,0.3639379388302813,59,0.4774774774774775,4,HOLD
QUAGR,2025-11-17,0.34770204359778184,60,0.46846846846846846,4,HOLD
VBTYZ,2025-11-17,0.3445423994389929,61,0.4594594594594595,4,HOLD
ALARK,2025-11-17,0.3272436083198644,62,0.45045045045045046,4,HOLD
KORDS,2025-11-17,0.32659052001826855,63,0.44144144144144143,4,HOLD
MAVI,2025-11-17,0.3217471240668802,64,0.43243243243243246,4,HOLD
TOASO,2025-11-17,0.31635798275113874,65,0.42342342342342343,4,HOLD
KMPUR,2025-11-17,0.3154336584329639,66,0.4144144144144144,4,HOLD
DOAS,2025-11-17,0.31084746062517843,67,0.40540540540540543,4,HOLD
BRISA,2025-11-17,0.3094423672194795,68,0.3963963963963964,3,HOLD
ALFAS,2025-11-17,0.2922738447815002,69,0.38738738738738737,3,HOLD
EUPWR,2025-11-17,0.2891353222217881,70,0.3783783783783784,3,HOLD
ASTOR,2025-11-17,0.28376732080562705,71,0.36936936936936937,3,HOLD
SMRTG,2025-11-17,0.2760738016180982,72,0.36036036036036034,3,HOLD
KIMMR,2025-11-17,0.27122387570104634,73,0.35135135135135137,3,HOLD
AKENR,2025-11-17,0.2617544491731569,74,0.34234234234234234,3,HOLD
AKSEN,2025-11-17,0.2537422097599528,75,0.3333333333333333,3,HOLD
ARCLK,2025-11-17,0.25226253495299006,76,0.32432432432432434,3,HOLD
AKCNS,2025-11-17,0.2373219047877574,77,0.3153153153153153,3,HOLD
BIOEN,2025-11-17,0.23223905104743847,78,0.3063063063063063,3,HOLD
ORGE,2025-11-17,0.22818252529456579,79,0.2972972972972973,2,HOLD
MGROS,2025-11-17,0.2258636086838692,80,0.2882882882882883,2,HOLD
SAHOL,2025-11-17,0.2090163052360793,81,0.27927927927927926,2,HOLD
PRKME,2025-11-17,0.2088563794012425,82,0.2702702702702703,2,HOLD
ALKA,2025-11-17,0.20106076778830057,83,0.26126126126126126,2,HOLD
TTRAK,2025-11-17,0.19868246560194633,84,0.25225225225225223,2,HOLD
VESTL,2025-11-17,0.18730296075265776,85,0.24324324324324326,2,HOLD
GUBRF,2025-11-17,0.1820304050415599,86,0.23423423423423423,2,HOLD
NTHOL,2025-11-17,0.1815506235317327,87,0.22522522522522523,2,HOLD
AEFES,2025-11-17,0.1808893800470905,88,0.21621621621621623,2,HOLD
TRGYO,2025-11-17,0.17529393406071384,89,0.2072072072072072,2,HOLD
SOKM,2025-11-17,0.16663671678742495,90,0.1981981981981982,1,HOLD
ARDYZ,2025-11-17,0.16556595921165745,91,0.1891891891891892,1,HOLD
FONET,2025-11-17,0.16187888907282558,92,0.18018018018018017,1,HOLD
KCHOL,2025-11-17,0.1586425557718706,93,0.17117117117117117,1,HOLD
TLMAN,2025-11-17,0.12706453975434032,94,0.16216216216216217,1,HOLD
NUHCM,2025-11-17,0.12273343244298143,95,0.15315315315315314,1,HOLD
BMSCH,2025-11-17,0.1100425582857966,96,0.14414414414414414,1,HOLD
BIZIM,2025-11-17,0.10588298586118763,97,0.13513513513513514,1,SELL
GOODY,2025-11-17,0.09693747677983741,98,0.12612612612612611,1,SELL
AYDEM,2025-11-17,0.09341694885595028,99,0.11711711711711711,1,SELL
PARSN,2025-11-17,0.08968890188579204,100,0.10810810810810811,1,SELL
KUTPO,2025-11-17,0.08297822148131077,101,0.0990990990990991,0,SELL
SDTTR,2025-11-17,0.0828256928392423,102,0.09009009009009009,0,SELL
AGHOL,2025-11-17,0.07853038549648757,103,0.08108108108108109,0,SELL
LOGO,2025-11-17,0.07414562693954958,104,0.07207207207207207,0,SELL
TEKTU,2025-11-17,0.06818525556923243,105,0.06306306306306306,0,SELL
PETKM,2025-11-17,0.04764372236743305,106,0.05405405405405406,0,SELL
SMART,2025-11-17,0.0471067355105743,107,0.04504504504504504,0,SELL
TMSN,2025-11-17,0.04293623625519676,108,0.036036036036036036,0,SELL
OTKAR,2025-11-17,0.038937550116851356,109,0.02702702702702703,0,SELL
SARKY,2025-11-17,0.024394514311512006,110,0.018018018018018018,0,SELL
MAGEN,2025-11-17,0.022547914211252365,111,0.009009009009009009,0,SELL
