symbol,date,score,rank,percentile,bucket,signal
LOGO,2025-11-17,0.907800368197476,53,0.5315315315315315,5,HOLD
QUAGR,2025-11-17,0.9057708345212958,54,0.5225225225225225,5,HOLD
ISGYO,2025-11-17,0.9045120104874435,55,0.5135135135135135,5,HOLD
ALKA,2025-11-17,0.8993592972916611,56,0.5045045045045045,5,HOLD
TTRAK,2025-11-17,0.8911932357014087,57,0.4954954954954955,4,HOLD
PAPIL,2025-11-17,0.8821041755377448,58,0.4864864864864865,4,HOLD
DOHOL,2025-11-17,0.8782651430775913,59,0.4774774774774775,4,HOLD
VESTL,2025-11-17,0.8720983916886449,60,0.46846846846846846,4,HOLD
SDTTR,2025-11-17,0.8692595377951623,61,0.4594594594594595,4,HOLD
ISDMR,2025-11-17,0.8685832783401757,62,0.45045045045045046,4,HOLD
AYDEM,2025-11-17,0.8654489887265032,63,0.44144144144144143,4,HOLD
TRGYO,2025-11-17,0.8482459134040721,64,0.43243243243243246,4,HOLD
BERA,2025-11-17,0.838128235412869,65,0.42342342342342343,4,HOLD
PGSUS,2025-11-17,0.8357923831118852,66,0.4144144144144144,4,HOLD
BMSCH,2025-11-17,0.8339066556557616,67,0.40540540540540543,4,HOLD
OTKAR,2025-11-17,0.8267732026096164,68,0.3963963963963964,3,HOLD
MIATK,2025-11-17,0.8190936765879133,69,0.38738738738738737,3,HOLD
SISE,2025-11-17,0.8150796814235465,70,0.3783783783783784,3,HOLD
EKGYO,2025-11-17,0.8101833955763534,71,0.36936936936936937,3,HOLD
ARCLK,2025-11-17,0.809136958275863,72,0.36036036036036034,3,HOLD
ALFAS,2025-11-17,0.8041981373183337,73,0.35135135135135137,3,HOLD
THYAO,2025-11-17,0.7996870259184276,74,0.34234234234234234,3,HOLD
OYAKC,2025-11-17,0.7984218501895053,75,0.3333333333333333,3,HOLD
EUPWR,2025-11-17,0.7881600729519611,76,0.32432432432432434,3,HOLD
TKFEN,2025-11-17,0.775233455105285,77,0.3153153153153153,3,HOLD
AGHOL,2025-11-17,0.7703681132536453,78,0.3063063063063063,3,HOLD
FROTO,2025-11-17,0.7675720500989054,79,0.2972972972972973,2,HOLD
KRDMD,2025-11-17,0.7667780450392592,80,0.2882882882882883,2,HOLD
CLEBI,2025-11-17,0.7664789054711988,81,0.27927927927927926,2,HOLD
MAVI,2025-11-17,0.7623485347743858,82,0.2702702702702703,2,HOLD
CIMSA,2025-11-17,0.7618962224564975,83,0.26126126126126126,2,HOLD
TCELL,2025-11-17,0.7597434182945466,84,0.25225225225225223,2,HOLD
TOASO,2025-11-17,0.7583080662563811,85,0.24324324324324326,2,HOLD
ASTOR,2025-11-17,0.752911933417335,86,0.23423423423423423,2,HOLD
EREGL,2025-11-17,0.7499509203045371,87,0.22522522522522523,2,HOLD
ARDYZ,2025-11-17,0.7430800321659691,88,0.21621621621621623,2,HOLD
SAHOL,2025-11-17,0.7413328748976858,89,0.2072072072072072,2,HOLD
DOAS,2025-11-17,0.7325852835361819,90,0.1981981981981982,1,HOLD
ASELS,2025-11-17,0.7277012837655754,91,0.1891891891891892,1,HOLD
CCOLA,2025-11-17,0.7257181014509776,92,0.18018018018018017,1,HOLD
ENKAI,2025-11-17,0.7242381820920013,93,0.17117117117117117,1,HOLD
MGROS,2025-11-17,0.7186756181270233,94,0.16216216216216217,1,HOLD
TUPRS,2025-11-17,0.7094150141933052,95,0.15315315315315314,1,HOLD
KCHOL,2025-11-17,0.7073507683066612,96,0.14414414414414414,1,HOLD
TAVHL,2025-11-17,0.7031576232147609,97,0.13513513513513514,1,SELL
NTHOL,2025-11-17,0.7028902232472318,98,0.12612612612612611,1,SELL
GUBRF,2025-11-17,0.6965842519290906,99,0.11711711711711711,1,SELL
FONET,2025-11-17,0.6901522850219858,100,0.10810810810810811,1,SELL
IPEKE,2025-11-17,0.6893397394648512,101,0.0990990990990991,0,SELL
ALARK,2025-11-17,0.6886871778514874,102,0.09009009009009009,0,SELL
ULKER,2025-11-17,0.6618137466638816,103,0.08108108108108109,0,SELL
KOZAA,2025-11-17,0.6584849778618174,104,0.07207207207207207,0,SELL
TTKOM,2025-11-17,0.6548716813858692,105,0.06306306306306306,0,SELL
BIMAS,2025-11-17,0.6500847217538934,106,0.05405405405405406,0,SELL
KOZAL,2025-11-17,0.6500640650311763,107,0.04504504504504504,0,SELL
SOKM,2025-11-17,0.6368920426034292,108,0.036036036036036036,0,SELL
AKSEN,2025-11-17,0.6190365878693529,109,0.02702702702702703,0,SELL
MAGEN,2025-11-17,0.4970796749223186,110,0.018018018018018018,0,SELL
TEKTU,2025-11-17,0.4879397844830386,111,0.009009009009009009,0,SELL
